sample_id	species	accession	genotype	tissue	date	plate_pos	plate	batch
PN1_SID1	Zea_mays	Zd.0010	Zd.0010_P2_P5_P1.4.1.1	leaf	May262023	A01	1	1
PN1_SID2	Zea_mays	Zv.0420	Zv.0420_P3_P4_P2.2.1.1	leaf	May262023	A02	1	1
PN1_SID3	Zea_mays	Zx.0580	Zx.0580_P3_P4_P1.5.1.1	leaf	May262023	A03	1	1
PN1_SID4	Zea_mays	Zx.0520	Zx.0520_P2_P4_P1.2.1.1	leaf	May262023	A04	1	1
PN1_SID5	Zea_mays	Zd.0030	Zd.0030_P2_P2_P3.3.1.1	leaf	May262023	A05	1	1
PN1_SID6	Zea_mays	Zd.0010	Zd.0010_P2_P5_P4.1.1.1	leaf	May262023	A06	1	1
PN1_SID7	Zea_mays	B73	B73	leaf	May262023	A07	1	1
PN1_SID8	Zea_mays	Zx.0400	Zx.0400_P1_P2_P1.2.1.1	leaf	May262023	A08	1	1
PN1_SID9	Zea_mays	Zx.0550	Zx.0550_P4_P3_P2.2.1.1	leaf	May262023	A09	1	1
PN1_SID10	Zea_mays	Zx.0540	Zx.0540_P3_P4_P4.3.1.1	leaf	May262023	A10	1	1
PN1_SID11	Zea_mays	Zv.0420	Zv.0420_P3_P3_P1.2.1.1	leaf	May262023	A11	1	1
PN1_SID12	Zea_mays	Zx.0340	Zx.0340_P2_P2_P2.1.1.1	leaf	May262023	A12	1	1
PN1_SID13	Zea_mays	Zx.0550	Zx.0550_P4_P3_P5.3.1.1	leaf	May262023	B01	1	1
PN1_SID14	Zea_mays	Zx.0510	Zx.0510_P1_P5_P1.2.1.1	leaf	May262023	B02	1	1
PN1_SID15	Zea_mays	B73	B73	leaf	May262023	B03	1	1
PN1_SID16	Zea_mays	Zx.0580	Zx.0580_P2_P5_P4.4.1.1	leaf	May262023	B04	1	1
PN1_SID17	Zea_mays	Zx.0340	Zx.0340_P2_P2_P2.2.1.1	leaf	May262023	B05	1	1
PN1_SID18	Zea_mays	Zv.0240	Zv.0240_P2_P3_P2.1.1.1	leaf	May262023	B06	1	1
PN1_SID19	Zea_mays	Zh.0020	Zh.0020_P3_P3_P1.5.1.1	leaf	May262023	B07	1	1
PN1_SID20	Zea_mays	Zx.0470	Zx.0470_P2_P4_P1.2.1.1	leaf	May262023	B08	1	1
PN1_SID21	Zea_mays	Zx.0580	Zx.0580_P2_P1_P2.3.1.1	leaf	May262023	B09	1	1
PN1_SID22	Zea_mays	Zv.0410	Zv.0410_P2_P3_P2.2.1.1	leaf	May262023	B10	1	1
PN1_SID23	Zea_mays	B73	B73	leaf	May262023	B11	1	1
PN1_SID24	Zea_mays	Zx.0520	Zx.0520_P4_P1_P1.2.1.1	leaf	May262023	B12	1	1
PN1_SID25	Zea_mays	Zd.0020	Zd.0020_P3_P2_P1.2.1.1	leaf	May262023	C01	1	1
PN1_SID26	Zea_mays	Zx.0580	Zx.0580_P3_P1_P3.1.1.1	leaf	May262023	C02	1	1
PN1_SID27	Zea_mays	Zx.0350	Zx.0350_P1_P3_P2.1.1.1	leaf	May262023	C03	1	1
PN1_SID28	Zea_mays	Zx.0550	Zx.0550_P4_P4_P4.4.1.1	leaf	May262023	C04	1	1
PN1_SID29	Zea_mays	Zv.0210	Zv.0210_P1_P3_P2.1.1.1	leaf	May262023	C05	1	1
PN1_SID30	Zea_mays	Zx.0550	Zx.0550_P4_P5_P1.3.1.1	leaf	May262023	C06	1	1
PN1_SID31	Zea_mays	Zx.0340	Zx.0340_P2_P1_P2.4.1.1	leaf	May262023	C07	1	1
PN1_SID32	Zea_mays	Zd.0030	Zd.0030_P2_P5_P3.4.1.1	leaf	May262023	C08	1	1
PN1_SID33	Zea_mays	Zv.0310	Zv.0310_P3_P4_P2.2.1.1	leaf	May262023	C09	1	1
PN1_SID34	Zea_mays	Zx.0370	Zx.0370_P2_P5_P1.1.1.1	leaf	May262023	C10	1	1
PN1_SID35	Zea_mays	Zh.0020	Zh.0020_P3_P3_P1.2.1.1	leaf	May262023	C11	1	1
PN1_SID36	Zea_mays	Zv.0280	Zv.0280_P1_P4_P1.2.1.1	leaf	May262023	C12	1	1
PN1_SID37	Zea_mays	Zv.0040	Zv.0040_P3_P1_P1.2.1.1	leaf	May262023	D01	1	1
PN1_SID38	Zea_mays	Zx.0550	Zx.0550_P4_P5_P1.2.1.1	leaf	May262023	D02	1	1
PN1_SID39	Zea_mays	Zv.0080	Zv.0080_P2_P4_P1.2.1.1	leaf	May262023	D03	1	1
PN1_SID40	Zea_mays	B73	B73	leaf	May262023	D04	1	1
PN1_SID41	Zea_mays	Zd.0030	Zd.0030_P2_P3_P3.1.1.1	leaf	May262023	D05	1	1
PN1_SID42	Zea_mays	Zv.0160	Zv.0160_P4_P1_P1.2.1.1	leaf	May262023	D06	1	1
PN1_SID43	Zea_mays	Zx.0030	Zx.0030_P2_P2_P2.2.1.1	leaf	May262023	D07	1	1
PN1_SID44	Zea_mays	Zx.0500	Zx.0500_P2_P3_P2.1.1.1	leaf	May262023	D08	1	1
PN1_SID45	Zea_mays	Zx.0090	Zx.0090_P2_P3_P1.2.1.1	leaf	May262023	D09	1	1
PN1_SID46	Zea_mays	Zv.0230	Zv.0230_P1_P3_P1.2.1.1	leaf	May262023	D10	1	1
PN1_SID47	Zea_mays	Zl.0040	Zl.0040_P4_P1_P2.2.1.1	leaf	May262023	D11	1	1
PN1_SID48	Zea_mays	Zl.0040	Zl.0040_P4_P3_P1.3.1.1	leaf	May262023	D12	1	1
PN1_SID49	Zea_mays	Zv.0470	Zv.0470_P2_P4_P1.2.1.1	leaf	May262023	E01	1	1
PN1_SID50	Zea_mays	Zx.0580	Zx.0580_P3_P1_P4.4.1.1	leaf	May262023	E02	1	1
PN1_SID51	Zea_mays	Zv.0100	Zv.0100_P3_P1_P2.2.1.1	leaf	May262023	E03	1	1
PN1_SID52	Zea_mays	B73	B73	leaf	May262023	E04	1	1
PN1_SID53	Zea_mays	Zd.0020	Zd.0020_P2_P4_P1.4.1.1	leaf	May262023	E05	1	1
PN1_SID54	Zea_mays	B73	B73	leaf	May262023	E06	1	1
PN1_SID55	Zea_mays	Zd.0020	Zd.0020_P3_P4_P2.3.1.1	leaf	May262023	E07	1	1
PN1_SID56	Zea_mays	Zd.0040	Zd.0040_P1_P4_P1.1.1.1	leaf	May262023	E08	1	1
PN1_SID57	Zea_mays	Zv.0490	Zv.0490_P4_P2_P2.2.1.1	leaf	May262023	E09	1	1
PN1_SID58	Zea_mays	Zx.0580	Zx.0580_P2_P3_P2.2.1.1	leaf	May262023	E10	1	1
PN1_SID59	Zea_mays	Zv.0280	Zv.0280_P3_P5_P1.2.1.1	leaf	May262023	E11	1	1
PN1_SID60	Zea_mays	Zx.0580	Zx.0580_P2_P4_P1.1.1.1	leaf	May262023	E12	1	1
PN1_SID61	Zea_mays	Zx.0360	Zx.0360_P2_P1_P1.2.1.1	leaf	May262023	F01	1	1
PN1_SID62	Zea_mays	Zx.0540	Zx.0540_P3_P3_P4.1.1.1	leaf	May262023	F02	1	1
PN1_SID63	Zea_mays	Zd.0020	Zd.0020_P3_P3_P3.2.1.1	leaf	May262023	F03	1	1
PN1_SID64	Zea_mays	B73	B73	leaf	May262023	F04	1	1
PN1_SID65	Zea_mays	Zd.0020	Zd.0020_P2_P3_P2.2.1.1	leaf	May262023	F05	1	1
PN1_SID66	Zea_mays	Zx.0540	Zx.0540_P3_P4_P3.4.1.1	leaf	May262023	F06	1	1
PN1_SID67	Zea_mays	Zl.0020	Zl.0020_P3_P3_P2.1.1.1	leaf	May262023	F07	1	1
PN1_SID68	Zea_mays	Zd.0040	Zd.0040_P1_P1_P1.1.1.1	leaf	May262023	F08	1	1
PN1_SID69	Zea_mays	Zd.0020	Zd.0020_P3_P3_P1.2.1.1	leaf	May262023	F09	1	1
PN1_SID70	Zea_mays	Zd.0010	Zd.0010_P2_P3_P2.1.1.1	leaf	May262023	F10	1	1
PN1_SID71	Zea_mays	Zv.0070	Zv.0070_P4_P5_P2.1.1.1	leaf	May262023	F11	1	1
PN1_SID72	Zea_mays	Zd.0010	Zd.0010_P2_P1_P1.2.1.1	leaf	May262023	F12	1	1
PN1_SID73	Zea_mays	Zx.0490	Zx.0490_P4_P3_P1.2.1.1	leaf	May262023	G01	1	1
PN1_SID74	Zea_mays	Zv.0240	Zv.0240_P2_P4_P1.2.1.1	leaf	May262023	G02	1	1
PN1_SID75	Zea_mays	Zx.0350	Zx.0350_P1_P2_P2.1.1.1	leaf	May262023	G03	1	1
PN1_SID76	Zea_mays	Zx.0430	Zx.0430_P1_P4_P1.1.1.1	leaf	May262023	G04	1	1
PN1_SID77	Zea_mays	B73	B73	leaf	May262023	G05	1	1
PN1_SID78	Zea_mays	Zd.0010	Zd.0010_P3_P2_P2.1.1.1	leaf	May262023	G06	1	1
PN1_SID79	Zea_mays	Zv.0370	Zv.0370_P3_P2_P2.1.1.1	leaf	May262023	G07	1	1
PN1_SID80	Zea_mays	Zv.0270	Zv.0270_P2_P4_P1.2.1.1	leaf	May262023	G08	1	1
PN1_SID81	Zea_mays	Zx.0570	Zx.0570_P2_P2_P3.3.1.1	leaf	May262023	G09	1	1
PN1_SID82	Zea_mays	Zx.0580	Zx.0580_P2_P3_P3.2.1.1	leaf	May262023	G10	1	1
PN1_SID83	Zea_mays	Zv.0220	Zv.0220_P3_P4_P1.1.1.1	leaf	May262023	G11	1	1
PN1_SID84	Zea_mays	Zd.0040	Zd.0040_P1_P5_P4.2.1.1	leaf	May262023	G12	1	1
PN1_SID85	Zea_mays	Zx.0100	Zx.0100_P4_P5_P1.2.1.1	leaf	May262023	H01	1	1
PN1_SID86	Zea_mays	Zv.0410	Zv.0410_P2_P3_P2.1.1.1	leaf	May262023	H02	1	1
PN1_SID87	Zea_mays	Zd.0010	Zd.0010_P2_P4_P1.2.1.1	leaf	May262023	H03	1	1
PN1_SID88	Zea_mays	Zv.0190	Zv.0190_P3_P2_P1.2.1.1	leaf	May262023	H04	1	1
PN1_SID89	Zea_mays	Zx.0010	Zx.0010_P4_P1_P1.2.1.1	leaf	May262023	H05	1	1
PN1_SID90	Zea_mays	Zv.0480	Zv.0480_P2_P1_P1.2.1.1	leaf	May262023	H06	1	1
PN1_SID91	Zea_mays	B73	B73	leaf	May262023	H07	1	1
PN1_SID92	Zea_mays	Zd.0010	Zd.0010_P2_P2_P2.5.1.1	leaf	May262023	H08	1	1
PN1_SID93	Zea_mays	Zv.0230	Zv.0230_P1_P4_P1.1.1.1	leaf	May262023	H09	1	1
PN1_SID94	Zea_mays	Zl.0050	Zl.0050_P1_P5_P3.2.1.1	leaf	May262023	H10	1	1
PN1_SID95	Zea_mays	B73	B73	leaf	May262023	H11	1	1
PN1_SID96	Zea_mays	Zx.0400	Zx.0400_P1_P1_P2.1.1.1	leaf	May262023	H12	1	1
PN2_SID97	Zea_mays	Zx.0570	Zx.0570_P2_P2_P4.2.1.1	leaf	May262023	A01	2	1
PN2_SID98	Zea_mays	Zl.0010	Zl.0010_P1_P2_P3.3.1.1	leaf	May262023	A02	2	1
PN2_SID99	Zea_mays	Zx.0580	Zx.0580_P3_P3_P3.4.1.1	leaf	May262023	A03	2	1
PN2_SID100	Zea_mays	Zx.0550	Zx.0550_P4_P1_P2.2.1.1	leaf	May262023	A04	2	1
PN2_SID101	Zea_mays	Zd.0030	Zd.0030_P2_P4_P4.4.1.1	leaf	May262023	A05	2	1
PN2_SID102	Zea_mays	Zx.0150	Zx.0150_P2_P1_P1.2.1.1	leaf	May262023	A06	2	1
PN2_SID103	Zea_mays	B73	B73	leaf	May262023	A07	2	1
PN2_SID104	Zea_mays	Zx.0550	Zx.0550_P4_P5_P2.1.1.1	leaf	May262023	A08	2	1
PN2_SID105	Zea_mays	Zx.0480	Zx.0480_P1_P3_P2.2.1.1	leaf	May262023	A09	2	1
PN2_SID106	Zea_mays	Zx.0560	Zx.0560_P4_P2_P1.5.1.1	leaf	May262023	A10	2	1
PN2_SID107	Zea_mays	Zx.0560	Zx.0560_P2_P1_P4.1.1.1	leaf	May262023	A11	2	1
PN2_SID108	Zea_mays	B73	B73	leaf	May262023	A12	2	1
PN2_SID109	Zea_mays	Zx.0080	Zx.0080_P1_P1_P1.1.1.1	leaf	May262023	B01	2	1
PN2_SID110	Zea_mays	Zx.0550	Zx.0550_P4_P4_P4.1.1.1	leaf	May262023	B02	2	1
PN2_SID111	Zea_mays	Zv.0260	Zv.0260_P2_P1_P2.2.1.1	leaf	May262023	B03	2	1
PN2_SID112	Zea_mays	Zh.0030	Zh.0030_P4_P3_P3.3.1.1	leaf	May262023	B04	2	1
PN2_SID113	Zea_mays	Zx.0130	Zx.0130_P1_P3_P1.1.1.1	leaf	May262023	B05	2	1
PN2_SID114	Zea_mays	Zd.0030	Zd.0030_P2_P2_P1.4.1.1	leaf	May262023	B06	2	1
PN2_SID115	Zea_mays	Zx.0540	Zx.0540_P3_P3_P5.4.1.1	leaf	May262023	B07	2	1
PN2_SID116	Zea_mays	Zd.0030	Zd.0030_P2_P2_P2.5.1.1	leaf	May262023	B08	2	1
PN2_SID117	Zea_mays	Zl.0040	Zl.0040_P4_P5_P2.4.1.1	leaf	May262023	B09	2	1
PN2_SID118	Zea_mays	B73	B73	leaf	May262023	B10	2	1
PN2_SID119	Zea_mays	B73	B73	leaf	May262023	B11	2	1
PN2_SID120	Zea_mays	Zx.0540	Zx.0540_P3_P5_P1.2.1.1	leaf	May262023	B12	2	1
PN2_SID121	Zea_mays	Zd.0030	Zd.0030_P2_P4_P1.1.1.1	leaf	May262023	C01	2	1
PN2_SID122	Zea_mays	Zl.0020	Zl.0020_P3_P3_P1.4.1.1	leaf	May262023	C02	2	1
PN2_SID123	Zea_mays	Zv.0230	Zv.0230_P1_P5_P2.2.1.1	leaf	May262023	C03	2	1
PN2_SID124	Zea_mays	Zx.0510	Zx.0510_P1_P2_P1.2.1.1	leaf	May262023	C04	2	1
PN2_SID125	Zea_mays	Zx.0580	Zx.0580_P3_P2_P2.5.1.1	leaf	May262023	C05	2	1
PN2_SID126	Zea_mays	Zx.0510	Zx.0510_P1_P1_P1.3.1.1	leaf	May262023	C06	2	1
PN2_SID127	Zea_mays	Zv.0310	Zv.0310_P3_P4_P1.1.1.1	leaf	May262023	C07	2	1
PN2_SID128	Zea_mays	Zv.0340	Zv.0340_P1_P4_P1.2.1.1	leaf	May262023	C08	2	1
PN2_SID129	Zea_mays	Zx.0580	Zx.0580_P2_P3_P3.3.1.1	leaf	May262023	C09	2	1
PN2_SID130	Zea_mays	Zv.0480	Zv.0480_P3_P2_P1.2.1.1	leaf	May262023	C10	2	1
PN2_SID131	Zea_mays	Zx.0560	Zx.0560_P4_P1_P2.3.1.1	leaf	May262023	C11	2	1
PN2_SID132	Zea_mays	Zv.0280	Zv.0280_P1_P5_P1.2.1.1	leaf	May262023	C12	2	1
PN2_SID133	Zea_mays	Zx.0350	Zx.0350_P1_P2_P1.1.1.1	leaf	May262023	D01	2	1
PN2_SID134	Zea_mays	Zx.0560	Zx.0560_P4_P3_P5.1.1.1	leaf	May262023	D02	2	1
PN2_SID135	Zea_mays	Zx.0560	Zx.0560_P4_P3_P2.3.1.1	leaf	May262023	D03	2	1
PN2_SID136	Zea_mays	Zv.0240	Zv.0240_P2_P1_P1.2.1.1	leaf	May262023	D04	2	1
PN2_SID137	Zea_mays	Zx.0340	Zx.0340_P2_P1_P1.1.1.1	leaf	May262023	D05	2	1
PN2_SID138	Zea_mays	Zx.0490	Zx.0490_P4_P2_P1.1.1.1	leaf	May262023	D06	2	1
PN2_SID139	Zea_mays	Zx.0380	Zx.0380_P2_P4_P1.1.1.1	leaf	May262023	D07	2	1
PN2_SID140	Zea_mays	Zv.0080	Zv.0080_P2_P4_P1.1.1.1	leaf	May262023	D08	2	1
PN2_SID141	Zea_mays	Zd.0020	Zd.0020_P2_P1_P3.4.1.1	leaf	May262023	D09	2	1
PN2_SID142	Zea_mays	Zv.0260	Zv.0260_P2_P4_P1.1.1.1	leaf	May262023	D10	2	1
PN2_SID143	Zea_mays	Zx.0540	Zx.0540_P3_P3_P1.2.1.1	leaf	May262023	D11	2	1
PN2_SID144	Zea_mays	B73	B73	leaf	May262023	D12	2	1
PN2_SID145	Zea_mays	Zl.0020	Zl.0020_P3_P1_P2.4.1.1	leaf	May262023	E01	2	1
PN2_SID146	Zea_mays	Purple 	Purple Check	leaf	May262023	E02	2	1
PN2_SID147	Zea_mays	B73	B73	leaf	May262023	E03	2	1
PN2_SID148	Zea_mays	Zx.0540	Zx.0540_P3_P1_P1.3.1.1	leaf	May262023	E04	2	1
PN2_SID149	Zea_mays	Zx.0010	Zx.0010_P4_P4_P2.1.1.1	leaf	May262023	E05	2	1
PN2_SID150	Zea_mays	Zx.0570	Zx.0570_P2_P2_P1.4.1.1	leaf	May262023	E06	2	1
PN2_SID151	Zea_mays	Zd.0020	Zd.0020_P3_P5_P1.1.1.1	leaf	May262023	E07	2	1
PN2_SID152	Zea_mays	Zd.0030	Zd.0030_P2_P2_P4.5.1.1	leaf	May262023	E08	2	1
PN2_SID153	Zea_mays	B73	B73	leaf	May262023	E09	2	1
PN2_SID154	Zea_mays	Zd.0010	Zd.0010_P3_P4_P2.5.1.1	leaf	May262023	E10	2	1
PN2_SID155	Zea_mays	Zv.0390	Zv.0390_P2_P3_P2.1.1.1	leaf	May262023	E11	2	1
PN2_SID156	Zea_mays	Zv.0340	Zv.0340_P1_P5_P1.1.1.1	leaf	May262023	E12	2	1
PN2_SID157	Zea_mays	Zl.0040	Zl.0040_P4_P3_P1.5.1.1	leaf	May262023	F01	2	1
PN2_SID158	Zea_mays	Zh.0030	Zh.0030_P4_P1_P2.3.1.1	leaf	May262023	F02	2	1
PN2_SID159	Zea_mays	Zx.0550	Zx.0550_P4_P5_P4.1.1.1	leaf	May262023	F03	2	1
PN2_SID160	Zea_mays	Zl.0020	Zl.0020_P3_P1_P2.3.1.1	leaf	May262023	F04	2	1
PN2_SID161	Zea_mays	Zx.0380	Zx.0380_P2_P2_P2.3.1.1	leaf	May262023	F05	2	1
PN2_SID162	Zea_mays	Zx.0520	Zx.0520_P2_P4_P1.1.1.1	leaf	May262023	F06	2	1
PN2_SID163	Zea_mays	Zx.0340	Zx.0340_P2_P2_P2.4.1.1	leaf	May262023	F07	2	1
PN2_SID164	Zea_mays	Zx.0540	Zx.0540_P3_P3_P1.1.1.1	leaf	May262023	F08	2	1
PN2_SID165	Zea_mays	Zl.0050	Zl.0050_P1_P1_P4.1.1.1	leaf	May262023	F09	2	1
PN2_SID166	Zea_mays	Zx.0130	Zx.0130_P1_P1_P1.1.1.1	leaf	May262023	F10	2	1
PN2_SID167	Zea_mays	Zv.0420	Zv.0420_P3_P2_P2.1.1.1	leaf	May262023	F11	2	1
PN2_SID168	Zea_mays	Zx.0450	Zx.0450_P1_P5_P2.1.1.1	leaf	May262023	F12	2	1
PN2_SID169	Zea_mays	Zd.0030	Zd.0030_P2_P1_P1.2.1.1	leaf	May262023	G01	2	1
PN2_SID170	Zea_mays	Zv.0280	Zv.0280_P3_P3_P1.2.1.1	leaf	May262023	G02	2	1
PN2_SID171	Zea_mays	B73	B73	leaf	May262023	G03	2	1
PN2_SID172	Zea_mays	Zx.0540	Zx.0540_P3_P1_P3.2.1.1	leaf	May262023	G04	2	1
PN2_SID173	Zea_mays	Zv.0340	Zv.0340_P1_P3_P1.2.1.1	leaf	May262023	G05	2	1
PN2_SID174	Zea_mays	Zv.0050	Zv.0050_P1_P4_P1.2.1.1	leaf	May262023	G06	2	1
PN2_SID175	Zea_mays	Zd.0010	Zd.0010_P2_P3_P1.2.1.1	leaf	May262023	G07	2	1
PN2_SID176	Zea_mays	Zd.0010	Zd.0010_P2_P1_P2.2.1.1	leaf	May262023	G08	2	1
PN2_SID177	Zea_mays	Zx.0560	Zx.0560_P2_P3_P1.2.1.1	leaf	May262023	G09	2	1
PN2_SID178	Zea_mays	Zx.0380	Zx.0380_P2_P5_P2.1.1.1	leaf	May262023	G10	2	1
PN2_SID179	Zea_mays	Zl.0020	Zl.0020_P3_P4_P1.1.1.1	leaf	May262023	G11	2	1
PN2_SID180	Zea_mays	Zx.0580	Zx.0580_P3_P3_P1.2.1.1	leaf	May262023	G12	2	1
PN2_SID181	Zea_mays	Zl.0010	Zl.0010_P1_P2_P2.3.1.1	leaf	May262023	H01	2	1
PN2_SID182	Zea_mays	Zx.0580	Zx.0580_P2_P5_P2.1.1.1	leaf	May262023	H02	2	1
PN2_SID183	Zea_mays	Zd.0030	Zd.0030_P2_P4_P2.3.1.1	leaf	May262023	H03	2	1
PN2_SID184	Zea_mays	B73	B73	leaf	May262023	H04	2	1
PN2_SID185	Zea_mays	Zv.0480	Zv.0480_P2_P3_P1.2.1.1	leaf	May262023	H05	2	1
PN2_SID186	Zea_mays	Zd.0020	Zd.0020_P3_P1_P2.5.1.1	leaf	May262023	H06	2	1
PN2_SID187	Zea_mays	Zv.0430	Zv.0430_P3_P2_P1.2.1.1	leaf	May262023	H07	2	1
PN2_SID188	Zea_mays	Zx.0580	Zx.0580_P2_P5_P3.2.1.1	leaf	May262023	H08	2	1
PN2_SID189	Zea_mays	Zx.0010	Zx.0010_P4_P4_P1.2.1.1	leaf	May262023	H09	2	1
PN2_SID190	Zea_mays	Zd.0040	Zd.0040_P1_P5_P3.1.1.1	leaf	May262023	H10	2	1
PN2_SID191	Zea_mays	B73	B73	leaf	May262023	H11	2	1
PN2_SID192	Zea_mays	Zx.0580	Zx.0580_P2_P3_P1.2.1.1	leaf	May262023	H12	2	1
PN3_SID193	Zea_mays	Zx.0570	Zx.0570_P2_P5_P2.3.1.1	leaf	May262023	A01	3	1
PN3_SID194	Zea_mays	Zx.0470	Zx.0470_P2_P3_P1.1.1.1	leaf	May262023	A02	3	1
PN3_SID195	Zea_mays	Zx.0570	Zx.0570_P2_P1_P3.2.1.1	leaf	May262023	A03	3	1
PN3_SID196	Zea_mays	Zv.0030	Zv.0030_P1_P5_P1.2.1.1	leaf	May262023	A04	3	1
PN3_SID197	Zea_mays	Zx.0490	Zx.0490_P4_P3_P1.1.1.1	leaf	May262023	A05	3	1
PN3_SID198	Zea_mays	Zx.0540	Zx.0540_P3_P4_P2.1.1.1	leaf	May262023	A06	3	1
PN3_SID199	Zea_mays	Zx.0150	Zx.0150_P2_P3_P1.3.1.1	leaf	May262023	A07	3	1
PN3_SID200	Zea_mays	Zv.0220	Zv.0220_P3_P2_P1.1.1.1	leaf	May262023	A08	3	1
PN3_SID201	Zea_mays	Zv.0070	Zv.0070_P4_P4_P2.1.1.1	leaf	May262023	A09	3	1
PN3_SID202	Zea_mays	Zd.0020	Zd.0020_P2_P2_P2.2.1.1	leaf	May262023	A10	3	1
PN3_SID203	Zea_mays	Zv.0140	Zv.0140_P3_P5_P2.1.1.1	leaf	May262023	A11	3	1
PN3_SID204	Zea_mays	Zd.0010	Zd.0010_P2_P5_P3.3.1.1	leaf	May262023	A12	3	1
PN3_SID205	Zea_mays	Zl.0010	Zl.0010_P1_P1_P1.3.1.1	leaf	May262023	B01	3	1
PN3_SID206	Zea_mays	Zv.0490	Zv.0490_P4_P4_P1.2.1.1	leaf	May262023	B02	3	1
PN3_SID207	Zea_mays	B73	B73	leaf	May262023	B03	3	1
PN3_SID208	Zea_mays	Zx.0570	Zx.0570_P2_P2_P2.2.1.1	leaf	May262023	B04	3	1
PN3_SID209	Zea_mays	B73	B73	leaf	May262023	B05	3	1
PN3_SID210	Zea_mays	Zv.0340	Zv.0340_P1_P1_P1.2.1.1	leaf	May262023	B06	3	1
PN3_SID211	Zea_mays	Zh.0030	Zh.0030_P4_P4_P1.2.1.1	leaf	May262023	B07	3	1
PN3_SID212	Zea_mays	Zl.0020	Zl.0020_P3_P1_P3.2.1.1	leaf	May262023	B08	3	1
PN3_SID213	Zea_mays	B73	B73	leaf	May262023	B09	3	1
PN3_SID214	Zea_mays	Zx.0400	Zx.0400_P1_P1_P2.3.1.1	leaf	May262023	B10	3	1
PN3_SID215	Zea_mays	Zl.0020	Zl.0020_P3_P5_P2.1.1.1	leaf	May262023	B11	3	1
PN3_SID216	Zea_mays	Zv.0160	Zv.0160_P4_P1_P1.1.1.1	leaf	May262023	B12	3	1
PN3_SID217	Zea_mays	Zd.0020	Zd.0020_P3_P1_P3.4.1.1	leaf	May262023	C01	3	1
PN3_SID218	Zea_mays	Zd.0020	Zd.0020_P3_P5_P1.2.1.1	leaf	May262023	C02	3	1
PN3_SID219	Zea_mays	Zd.0030	Zd.0030_P2_P4_P3.3.1.1	leaf	May262023	C03	3	1
PN3_SID220	Zea_mays	Zv.0160	Zv.0160_P4_P2_P1.1.1.1	leaf	May262023	C04	3	1
PN3_SID221	Zea_mays	Zx.0470	Zx.0470_P2_P1_P2.1.1.1	leaf	May262023	C05	3	1
PN3_SID222	Zea_mays	Zv.0230	Zv.0230_P1_P3_P2.2.1.1	leaf	May262023	C06	3	1
PN3_SID223	Zea_mays	Zl.0050	Zl.0050_P1_P5_P2.3.1.1	leaf	May262023	C07	3	1
PN3_SID224	Zea_mays	Zv.0150	Zv.0150_P4_P5_P1.2.1.1	leaf	May262023	C08	3	1
PN3_SID225	Zea_mays	B73	B73	leaf	May262023	C09	3	1
PN3_SID226	Zea_mays	Zv.0270	Zv.0270_P2_P2_P1.1.1.1	leaf	May262023	C10	3	1
PN3_SID227	Zea_mays	Zx.0550	Zx.0550_P1_P3_P1.1.1.1	leaf	May262023	C11	3	1
PN3_SID228	Zea_mays	Zl.0050	Zl.0050_P1_P4_P2.1.1.1	leaf	May262023	C12	3	1
PN3_SID229	Zea_mays	Zv.0030	Zv.0030_P1_P1_P1.1.1.1	leaf	May262023	D01	3	1
PN3_SID230	Zea_mays	Zx.0580	Zx.0580_P2_P3_P1.3.1.1	leaf	May262023	D02	3	1
PN3_SID231	Zea_mays	B73	B73	leaf	May262023	D03	3	1
PN3_SID232	Zea_mays	B73	B73	leaf	May262023	D04	3	1
PN3_SID233	Zea_mays	Zx.0140	Zx.0140_P2_P3_P1.2.1.1	leaf	May262023	D05	3	1
PN3_SID234	Zea_mays	Zd.0010	Zd.0010_P2_P5_P2.4.1.1	leaf	May262023	D06	3	1
PN3_SID235	Zea_mays	Zx.0100	Zx.0100_P4_P3_P1.2.1.1	leaf	May262023	D07	3	1
PN3_SID236	Zea_mays	Zx.0570	Zx.0570_P2_P1_P1.3.1.1	leaf	May262023	D08	3	1
PN3_SID237	Zea_mays	Zx.0580	Zx.0580_P3_P5_P4.1.1.1	leaf	May262023	D09	3	1
PN3_SID238	Zea_mays	Zv.0050	Zv.0050_P1_P1_P1.1.1.1	leaf	May262023	D10	3	1
PN3_SID239	Zea_mays	Zv.0140	Zv.0140_P3_P1_P2.2.1.1	leaf	May262023	D11	3	1
PN3_SID240	Zea_mays	B73	B73	leaf	May262023	D12	3	1
PN3_SID241	Zea_mays	Zl.0010	Zl.0010_P1_P2_P3.2.1.1	leaf	May262023	E01	3	1
PN3_SID242	Zea_mays	Zv.0230	Zv.0230_P1_P2_P1.2.1.1	leaf	May262023	E02	3	1
PN3_SID243	Zea_mays	Zv.0240	Zv.0240_P2_P3_P2.2.1.1	leaf	May262023	E03	3	1
PN3_SID244	Zea_mays	Zx.0400	Zx.0400_P1_P4_P1.1.1.1	leaf	May262023	E04	3	1
PN3_SID245	Zea_mays	Zx.0030	Zx.0030_P2_P4_P1.2.1.1	leaf	May262023	E05	3	1
PN3_SID246	Zea_mays	Zv.0480	Zv.0480_P2_P2_P1.2.1.1	leaf	May262023	E06	3	1
PN3_SID247	Zea_mays	Zv.0160	Zv.0160_P4_P5_P1.2.1.1	leaf	May262023	E07	3	1
