Plot,Rep,Genotype,accession,species,species_mex,origin,notes1,notes2,DTS_corr,DTA_corr,GDDTS_corr,GDDTA_corr,PH_corr,EH_corr,EN_corr,NBR_corr,SPAD_corr,LAE_corr,StPi_corr,StPu_corr,Predicted_N_corr,inv4m_introgression
897,1,Zv.0270_P2_P2_P2.3.1.1,Zv.0270,Bals,Bals,PV23-2157,,,74.73741092,74.89514065,827.293,829.617,213.044,85.579,1.969,1.832,30.89,5.931389286,1.06E-06,8.67E-04,3.079577282,no
898,1,Zv.0260_P2_P1_P2.2.1.1,Zv.0260,Bals,Bals,PV23-1790,,,74.7575039,75.81563887,829.591,847.114,212.919,102.509,2.974,1.78,42.898,4.927486545,3.08E-05,-3.69E-03,3.849148656,no
899,1,Zx.0080_P1_P2_P1.1.1.1,Zx.0080,Chal,Mex,PV23-426,,,72.8982326,73.86798733,799.247,814.302,207.694,99.735,2.943,1.827,39.877,4.924091177,6.06E-05,4.80E-04,3.06746172,yes
900,1,Zd.0020_P2_P1_P3.4.1.1,Zd.0020,Zdip,Zdip,PV23-1834,,,74.68688767,73.65754426,829.138,812.137,190.003,68.456,1.956,2.782,46.25,5.920690304,9.03E-05,4.87E-03,3.62179493,no
901,1,Zx.0030_P2_P1_P2.1.1.1,Zx.0030,Chal,Mex,PV23-506,,,72.7963828,73.43705149,796.558,806.224,194.958,84.755,1.959,1.776,46.674,5.917571308,0.000120045,0.000665297,3.603265807,no
902,1,B73,B73,B73,B73,B73-PV24,,,74.59018811,74.52332632,826.781,824.599,204.141,85.226,1.95,1.815,31.65,5.914602689,0.000149792,0.000815385,3.383688038,no
903,1,B73,B73,B73,B73,B73-PV24,,,73.86397918,73.77472415,812.409,810.717,197.886,75.308,1.953,1.713,52.021,5.912277024,0.000179539,0.000800837,3.698965056,no
904,1,Zv.0210_P1_P1_P1.2.1.1,Zv.0210,Bals,Bals,PV23-1750,,,73.9953393,72.90940927,815.753,797.795,203.592,77.141,1.922,2.599,44.374,5.91001331,0.000209286,0.00121217,3.680710291,no
905,1,Zx.0090_P2_P1_P2.2.1.1,Zx.0090,Chal,Mex,PV23-456,,,75.8986896,75.81380599,846.394,845.282,207.935,86.431,0.931,3.62,7.685,5.908435198,0.000239034,0.000925171,2.785927732,no
906,1,Zx.0570_P2_P1_P1.1.1.1,Zx.0570,Nobo,Mex,PV23-1140,,,74.45703973,72.69569253,822.495,794.065,209.955,68.193,1.946,1.591,26.87,6.907167196,0.000268781,0.000580349,3.407331181,no
907,1,Zx.0560_P4_P4_P3.2.1.1,Zx.0560,Dura,Mex,PV23-636,,,75.59369796,74.38698804,842.563,823.089,196.008,74.966,1.962,1.769,13.941,5.906720089,0.000298528,0.000447731,4.053977174,no
908,1,Zx.0490_P4_P4_P1.1.1.1,Zx.0490,Mesa,Mex,PV23-2313,,,73.11986733,72.9957179,801.949,800.006,200.532,75.828,1.908,2.683,35.07,4.907127208,0.000328276,0.000503524,3.254871104,no
909,1,Zx.0470_P2_P3_P2.2.1.1,Zx.0470,Mesa,Mex,PV23-2356,,,73.2546813,73.09782031,804.129,801.304,185.8,82.057,3.891,1.614,35.656,4.910311894,0.001175153,0.000387452,3.810156252,no
910,1,Zd.0010_P3_P3_P1.4.1.1,Zd.0010,Zdip,Zdip,PV23-2036,,,75.72036583,73.48586016,844.593,808.207,193.326,74.183,1.946,1.699,11.24,5.909829811,0.001150764,0.000336462,2.925800818,no
911,1,Zd.0010_P3_P2_P5.1.1.1,Zd.0010,Zdip,Zdip,PV23-2028,,,73.58435886,74.79499713,808.416,827.576,183.281,58.386,1.93,1.52,50.875,4.91022949,0.001126376,0.000472619,4.27023422,no
912,1,Zh.0020_P3_P4_P1.1.1.1,Zh.0020,Hueh,Hueh,PV23-1266,,,74.0356293,73.91696232,815.455,813.461,199.22,86.592,1.916,1.548,33.993,4.911477487,0.001101987,0.000819685,3.272075004,no
913,1,Zx.0350_P1_P1_P1.2.1.1,Zx.0350,Mesa,Mex,PV23-2364,,,75.14862469,76.01885556,834.284,848.503,207.795,91.258,1.908,2.525,34.781,4.913062629,0.001077599,0.001107366,3.637359309,no
914,1,Zv.0050_P1_P1_P1.2.1.1,Zv.0050,Bals,Bals,PV23-1518,,,77.03794495,77.89167812,864.01,875.901,201.981,77.375,1.94,2.639,45.424,4.915359538,0.001053211,0.00069475,4.239673569,no
915,1,Zv.0250_P3_P1_P1.1.1.1,Zv.0250,Bals,Bals,PV23-2278,,,72.7869009,72.64731717,797.705,794.063,195.12,66.242,1.937,1.741,55.246,5.917743375,0.001028822,0.000705358,3.325488863,no
916,1,Zx.0540_P3_P4_P3.4.1.1,Zx.0540,Dura,Mex,PV23-803,,,74.01544089,73.56602596,816.4,808.133,202.831,94.73,1.947,2.703,36.159,4.920794029,0.001004434,0.000547956,3.821292234,no
917,1,Zx.0550_P1_P3_P1.1.1.1,Zx.0550,Dura,Mex,PV23-653,,,72.92437123,72.78873035,800.811,797.924,164.782,51.403,1.944,0.712,20.425,4.924017987,0.000980046,0.004742104,4.06774268,no
918,1,Zx.0560_P4_P1_P3.1.1.1,Zx.0560,Dura,Mex,PV23-600,,,69.14665785,70.99832316,739.083,766.978,221.391,109.674,2.932,1.76,45.045,4.927545693,0.000955657,0.000336054,3.462818304,no
919,1,Zv.0270_P2_P2_P2.1.1.1,Zv.0270,Bals,Bals,PV23-2155,,,73.00826447,72.94334096,801.403,799.71,211.54,109.462,1.964,1.716,42.366,4.931088219,0.000931269,-0.003850958,3.608322826,no
920,1,Zv.0260_P2_P1_P1.1.1.1,Zv.0260,Bals,Bals,PV23-1786,,,72.9821695,73.02048607,798.91,799.108,251.592,125.565,2.959,0.771,33.767,4.935156435,0.000906881,0.000679861,3.69338578,no
921,1,Zv.0490_P4_P2_P2.1.1.1,Zv.0490,Bals,Bals,PV23-2198,,,72.68232965,72.89533872,793.886,796.94,202.63,93.098,2.959,1.814,18.967,5.939546598,0.000882492,5.84E-05,3.125721536,no
922,1,Zh.0030_P4_P4_P1.1.1.1,Zh.0030,Hueh,Hueh,PV23-1302,,,85.3046091,83.05159316,992.658,959.067,199.188,79.496,2.945,1.78,8.618,3.943868027,0.000858104,0.000222604,3.176275633,no
923,1,Zh.0030_P4_P5_P2.2.1.1,Zh.0030,Hueh,Hueh,PV23-1318,,,75.69734156,76.0196319,842.931,847.768,240.643,97.108,1.987,2.699,28.834,5.948238573,0.000833715,-0.004715184,3.329154254,no
924,1,Zv.0230_P1_P3_P1.1.1.1,Zv.0230,Bals,Bals,PV23-1721,,,72.41057099,72.85223348,790.299,797.608,223.755,105.435,2.975,1.766,51.088,4.952892737,0.000809327,-0.00023652,3.490898986,no
925,1,Purple check,Purple,Check,Check,Purple check,,,68.38446815,68.7178544,726.082,729.974,NA,NA,NA,-0.262,NA,NA,0.000784939,-4.15E-05,,no
926,1,Zx.0430_P1_P2_P1.2.1.1,Zx.0430,Mesa,Mex,PV23-2439,,,72.79772159,72.90492495,793.469,795.707,180.068,68.606,1.942,1.769,52.677,5.961908585,0.00076055,-0.004717001,3.62218476,no
927,1,Zx.0570_P2_P3_P1.3.1.1,Zx.0570,Nobo,Mex,PV23-1174,,,70.57201498,69.64883081,759.566,743.455,209.442,80.305,2.956,1.707,43.412,3.966219615,0.000736162,-0.000781572,3.379263167,yes
928,1,Zd.0010_P2_P5_P2.1.1.1,Zd.0010,Zdip,Zdip,PV23-1989,,,76.2998208,76.18999114,852.63,850.918,215.919,66.137,2.011,2.662,31.446,5.97050583,0.000711774,0.003081239,3.749140469,no
929,1,Zx.0580_P2_P5_P3.1.1.1,Zx.0580,Nobo,Mex,PV23-1047,,,72.74688305,72.53100397,793.693,790.782,183.944,67.447,2.968,2.579,56.218,4.974867137,0.000687385,-0.001092508,3.631133886,no
930,1,Zh.0030_P4_P3_P1.3.1.1,Zh.0030,Hueh,Hueh,PV23-1289,,,72.56315497,72.38020969,789.869,787.062,191.723,73.531,2.954,2.765,41.946,4.979109024,0.000662997,0.007378736,3.384715583,no
931,1,Zd.0040_P1_P3_P1.1.1.1,Zd.0040,Zdip,Zdip,PV23-946,,,74.91682164,73.32969162,829.606,805.231,234.328,96.207,1.96,2.588,37.861,5.983198743,0.000638609,-0.001508786,3.038506699,no
932,1,Zx.0390_P2_P4_P1.1.1.1,Zx.0390,Mesa,Mex,PV23-2457,,,73.55463082,73.02111026,808.654,799.01,215.114,93.781,1.999,2.745,35.987,4.987125035,0.00061422,0.002893466,3.456097726,no
933,1,Zv.0240_P2_P2_P1.3.1.1,Zv.0240,Bals,Bals,PV23-2175,,,70.95870786,71.46957224,765.736,773.729,188.545,80.856,1.956,1.743,35.232,4.990969441,0.000589832,-0.001494497,2.76874581,no
934,1,Zh.0020_P3_P5_P1.4.1.1,Zh.0020,Hueh,Hueh,PV23-1274,,,76.04735242,76.61812372,847.177,855.125,181.17,71.631,1.971,1.751,17.088,4.995004034,0.000565444,-0.005438537,2.501072195,no
935,1,Zv.0470_P2_P2_P1.1.1.1,Zv.0470,Bals,Bals,PV23-2243,,,74.07855138,74.46284998,817.212,822.656,219.47,82.979,1.979,2.764,30.079,5.999157713,0.000541055,-0.005218816,3.009088144,no
936,1,Zx.0580_P3_P3_P2.4.1.1,Zx.0580,Nobo,Mex,PV23-1110,,,72.6762298,72.32140662,795.904,790.165,178.851,69.559,1.985,2.847,44.432,5.003093523,0.000516667,0.003157673,3.408421111,no
937,1,Zh.0030_P4_P4_P2.4.1.1,Zh.0030,Hueh,Hueh,PV23-1310,,,73.42075255,73.12216559,806.972,803.002,184.473,56.42,4.056,0.87,57.407,5.996051754,-0.000921263,0.002762807,3.977567876,no
938,1,Zx.0130_P1_P1_P1.1.1.1,Zx.0130,Chal,Mex,PV23-417,,,72.82787681,74.27285881,795.857,819.369,185.139,77.882,2.049,1.786,12.136,4.991898905,-0.000902234,0.994366059,2.823161225,no
939,1,Zv.0280_P1_P5_P1.2.1.1,Zv.0280,Bals,Bals,PV23-2126,,,73.8027512,73.4378832,808.898,803.104,176.938,66.601,2.042,1.773,43.631,5.987522632,-0.000883205,-0.00586849,3.735795895,no
940,1,Zl.0050_P1_P1_P1.3.1.1,Zl.0050,Zlux,Zlux,PV23-1206,,,79.72124403,78.29889511,904.146,881.568,214.418,90.9,2.027,1.766,21.264,4.983261588,-0.000864175,-0.001933734,3.640416491,no
941,1,Zx.0040_P1_P4_P1.2.1.1,Zx.0040,Chal,Mex,PV23-379,,,72.32490196,71.85900944,787.285,779.703,204.043,81.885,2.069,0.771,50.412,4.979188554,-0.000845146,0.002450343,3.455698387,no
942,1,Zl.0010_P1_P2_P1.2.1.1,Zl.0010,Zlux,Zlux,PV23-1376,,,75.69501524,76.17550728,841.496,850.989,241.25,89.352,2.031,1.618,34.579,4.97503315,-0.000826116,-0.001950523,3.74416512,no
943,1,Zv.0280_P1_P3_P1.1.1.1,Zv.0280,Bals,Bals,PV23-2120,,,71.34909375,72.23423323,768.253,784.115,171.582,49.699,3.024,1.799,37.257,5.970715773,-0.000807087,0.006943533,3.395593932,no
944,1,Zd.0040_P1_P3_P2.1.1.1,Zd.0040,Zdip,Zdip,PV23-951,,,74.54031201,72.3937835,821.099,787.964,195.698,74.625,2.038,1.616,46.321,4.966249561,-0.000788057,-0.001516212,3.878523557,no
945,1,Zl.0020_P3_P4_P2.1.1.1,Zl.0020,Zlux,Zlux,PV23-1432,,,75.10069942,75.06162921,832.173,832.547,192.55,68.319,2.081,2.702,48.341,5.961668583,-0.000769028,0.002673746,3.631359001,no
946,1,Zx.0340_P2_P1_P1.1.1.1,Zx.0340,Chal,Mex,PV23-469,,,73.38098556,74.52898308,804.26,822.536,195.959,76.487,2.025,2.749,23.699,5.957168021,-0.000749998,-0.001168616,3.196157878,no
947,1,Zd.0040_P1_P5_P2.4.1.1,Zd.0040,Zdip,Zdip,PV23-986,,,74.61689395,74.79285041,821.349,825.637,184.505,65.777,2.012,2.811,28.055,4.952648328,-0.000730969,-0.00508021,2.93081306,no
948,1,Zx.0520_P4_P2_P3.2.1.1,Zx.0520,Mesa,Mex,PV23-2306,,,74.21691591,74.61239295,818.501,824.344,215.663,91.285,2.058,1.78,28.936,4.947952866,-0.00071194,-0.000378459,3.002120369,no
949,1,B73,B73,B73,B73,B73-PV24,,,74.25854351,72.7517216,818.706,795.503,198.213,78.541,2.044,1.807,37.036,5.943234555,-0.00069291,-0.000546117,3.050808754,no
950,1,Zd.0020_P3_P4_P2.2.1.1,Zd.0020,Zdip,Zdip,PV23-1915,,,75.56197302,74.92218075,839.364,828.772,203.204,82.176,2.056,1.738,33.764,5.938393518,-0.000673881,-0.004997502,3.855730858,no
951,1,Zx.0550_P4_P1_P4.2.1.1,Zx.0550,Dura,Mex,PV23-680,,,76.18621353,72.95676847,845.234,796.084,185.875,78.525,2.014,1.816,9.632,4.933846707,-0.000654851,-3.32E-05,3.920334196,no
952,1,Zx.0220_P2_P5_P1.1.1.1,Zx.0220,Chal,Mex,PV23-414,,,73.58044165,73.80465135,807.19,811.394,169.422,77.093,2.028,1.848,41.567,4.929361663,-0.000635822,-0.000172292,3.807072766,no
953,1,B73,B73,B73,B73,B73-PV24,,,73.89482726,72.93621803,812.501,797.534,208.448,82.527,2.027,1.801,51.859,5.924822338,-0.000616792,0.000472682,3.678507192,no
954,1,Zv.0150_P4_P5_P1.1.1.1,Zv.0150,Bals,Bals,PV23-2266,,,71.93158703,71.86776419,782.409,781.733,195.422,75.384,2.031,1.742,50.957,4.920621234,-0.000597763,-0.004036787,3.438136107,no
955,1,B73,B73,B73,B73,B73-PV24,,,73.07557694,72.93254687,801.111,798.898,204.271,91.555,1.999,2.782,46.942,4.916964137,-0.000578734,0.000168705,3.845204552,no
956,1,Zx.0510_P1_P3_P1.2.1.1,Zx.0510,Mesa,Mex,PV23-2336,,,71.85343299,71.73147454,781.953,780.295,208.659,79.245,2.011,1.731,49.432,4.913342185,-0.000559704,0.004589231,3.393604715,no
957,1,Zv.0210_P1_P4_P1.2.1.1,Zv.0210,Bals,Bals,PV23-1760,,,73.93925326,72.51416735,814.048,790.973,194.723,85.544,3.012,1.721,22.679,4.910045852,-0.000540675,0.000405055,3.265578861,no
958,1,Zd.0020_P3_P4_P1.4.1.1,Zd.0020,Zdip,Zdip,PV23-1912,,,76.70089425,77.5970219,860.171,872.889,226.058,104.042,2.003,2.757,6.375,5.906945749,-0.000521645,0.000568652,3.204965861,no
959,1,Zv.0070_P4_P2_P1.2.1.1,Zv.0070,Bals,Bals,PV23-1611,,,76.93851777,76.83891417,861.232,860.037,215.997,91.177,2.004,1.655,19.758,5.904536328,-0.000502616,0.000561303,2.811710657,no
960,1,Zx.0580_P3_P5_P2.4.1.1,Zx.0580,Nobo,Mex,PV23-1130,,,71.03335345,70.96069626,765.829,764.902,200.9,85.074,2.972,1.542,43.516,5.902238811,-0.000483586,0.00097501,3.781406557,no
961,1,Zx.0030_P2_P1_P2.2.1.1,Zx.0030,Chal,Mex,PV23-507,,,74.90357516,74.85192027,828.223,828.209,191.399,81.427,1.98,1.565,32.822,5.900679227,-0.000464557,0.00068694,3.470021145,no
962,1,B73,B73,B73,B73,B73-PV24,,,73.43771031,72.72340459,804.854,793.794,203.506,78.246,1.994,2.539,52.794,5.899483821,-0.000445527,0.000338282,3.339386701,no
963,1,Zx.0580_P3_P1_P3.1.1.1,Zx.0580,Nobo,Mex,PV23-1072,,,71.56486082,72.40994325,774.997,790.445,204.559,80.072,2.009,0.721,39.544,4.899164157,-0.000426498,0.000199429,3.315887439,no
964,1,Zv.0300_P1_P1_P2.2.1.1,Zv.0300,Bals,Bals,PV23-2100,,,72.09696621,73.02079331,783.807,799.731,165.999,76.975,1.953,1.637,30.842,4.899753792,-0.000407469,0.000246537,2.900809659,no
965,1,Zx.0550_P4_P3_P1.1.1.1,Zx.0550,Dura,Mex,PV23-698,,,74.09645662,74.25037336,817.918,819.591,217.351,87.483,2.879,1.739,45.116,5.897628402,-0.000360796,0.000126608,4.079180723,no
966,1,B73,B73,B73,B73,B73-PV24,,,74.57545606,72.64400166,825.395,794.213,207.96,84.562,0.935,1.82,39.446,5.896897503,-0.000374466,8.12E-05,3.188433136,no
967,1,Zd.0040_P1_P5_P2.3.1.1,Zd.0040,Zdip,Zdip,PV23-985,,,73.46117359,72.96369274,806.577,797.712,188.92,86.724,1.92,1.637,49.918,4.897103442,-0.000388137,0.000220611,3.788226722,no
968,1,Zv.0310_P3_P5_P1.2.1.1,Zv.0310,Bals,Bals,PV23-2082,,,73.93952875,74.0983922,814.075,816.187,196.803,81.908,1.907,1.661,46.262,4.898212547,-0.000401807,0.000568708,3.878083226,no
969,1,Zv.0010_P3_P1_P1.1.1.1,Zv.0010,Bals,Bals,PV23-1561,,,74.07798807,74.21093947,817.248,818.403,194.277,100.573,2.899,1.636,54.564,3.899712861,-0.000415478,0.000855191,4.068489362,no
970,1,Zv.0240_P2_P1_P1.1.1.1,Zv.0240,Bals,Bals,PV23-2171,,,77.98572334,77.08876714,878.214,864.286,225.343,102.706,2.932,2.748,24.307,5.901977276,-0.000429149,0.000438759,3.546117602,no
971,1,Zx.0440_P1_P5_P1.1.1.1,Zx.0440,Mesa,Mex,PV23-835,,,69.74545992,70.84229366,748.018,764.202,189.388,87.613,2.93,0.851,40.118,4.90437857,-0.000442819,0.000441719,3.404032049,no
972,1,Zx.0360_P2_P2_P1.3.1.1,Zx.0360,Mesa,Mex,PV23-2321,,,71.97744164,72.75106307,783.279,795.067,175.071,80.168,1.94,1.816,50.41,4.907494411,-0.00045649,0.00027144,3.596970665,no
973,1,Zx.0560_P4_P4_P5.1.1.1,Zx.0560,Dura,Mex,PV23-644,,,68.88327829,68.95731437,736.126,736.506,194.053,92.93,2.939,1.829,36.45,4.910829408,-0.00047016,1.004445821,3.26265457,yes
974,1,Zv.0120_P2_P3_P1.1.1.1,Zv.0120,Bals,Bals,PV23-1693,,,72.09681937,72.14599482,786.224,785.99,184.728,82.301,2.928,1.883,12.246,3.914511896,-0.000483831,1.16E-05,,no
975,1,Zd.0010_P3_P2_P1.3.1.1,Zd.0010,Zdip,Zdip,PV23-2012,,,71.94426026,73.06896154,783.972,801.798,181.933,75.185,2.96,1.847,46.45,5.918249852,-0.000497501,-0.004210814,3.366271299,no
976,1,Zh.0030_P4_P4_P1.3.1.1,Zh.0030,Hueh,Hueh,PV23-1304,,,72.8984903,74.12681328,797.722,816.998,214.971,98.361,1.956,1.909,40.845,5.922550134,-0.000511172,0.000279554,3.016858386,no
977,1,Zx.0340_P2_P1_P2.2.1.1,Zx.0340,Chal,Mex,PV23-472,,,71.57395307,71.98696495,775.656,781.696,202.899,82.939,1.957,0.96,50.251,4.927204912,-0.000524842,-0.000385875,3.457708752,no
978,1,B73,B73,B73,B73,B73-PV24,,,74.16753801,73.13300984,813.194,799.058,205.249,90.369,1.944,1.933,41.421,4.931819859,-0.000538513,-0.000268223,3.274661603,no
979,1,Zd.0020_P2_P4_P1.1.1.1,Zd.0020,Zdip,Zdip,PV23-1854,,,72.52875069,73.09385666,790.856,799.344,221.435,106.009,1.986,1.858,38.663,4.936509224,-0.000552183,-0.005254469,3.384676437,no
980,1,Zx.0550_P1_P4_P2.2.1.1,Zx.0550,Dura,Mex,PV23-658,,,73.2090086,73.9187418,803.089,814.472,208.307,88.362,2.974,2.93,33.248,5.941503425,-0.000565854,-0.000825189,3.302744727,no
981,1,Zh.0030_P4_P3_P2.2.1.1,Zh.0030,Hueh,Hueh,PV23-1293,,,77.15046216,76.77355805,866.17,859.698,190.664,61.093,1.988,1.905,39.361,4.94638345,-0.000579524,-0.000679203,3.69171653,no
982,1,Zh.0030_P4_P3_P3.1.1.1,Zh.0030,Hueh,Hueh,PV23-1297,,,75.53543931,75.94745389,838.246,845.174,225.468,84.574,1.942,1.938,6.892,5.9512477,-0.000593195,-0.005401239,3.175358422,no
983,1,Zx.0560_P4_P4_P3.3.1.1,Zx.0560,Dura,Mex,PV23-637,,,69.28876728,69.6770944,738.468,743.369,170.943,47.274,2.956,0.875,30.644,4.955942346,-0.000606865,-0.00150755,3.731531876,no
984,1,Zx.0220_P2_P3_P1.1.1.1,Zx.0220,Chal,Mex,PV23-409,,,73.00195724,73.20410703,798.67,801.802,232.596,117.099,3.011,1.827,47.293,4.960623545,-0.000620536,0.002320141,3.52301233,no
985,1,Zl.0040_P4_P3_P2.5.1.1,Zl.0040,Zlux,Zlux,PV23-1470,,,74.43843136,74.53215426,820.639,822.575,199.819,87.401,1.969,1.738,37.778,4.965390484,-0.000634206,-0.001880481,3.407186174,no
986,1,Zd.0010_P3_P4_P4.3.1.1,Zd.0010,Zdip,Zdip,PV23-2063,,,78.2455583,78.36941996,878.765,880.806,213.766,97.469,1.955,2.916,43.119,4.970047308,-0.000647877,0.00657307,3.297233225,no
987,1,Zd.0010_P3_P2_P3.1.1.1,Zd.0010,Zdip,Zdip,PV23-2020,,,78.5888526,78.30710762,886.077,882.665,197.458,77.1,1.962,2.731,11.246,4.974558632,-0.000661547,-0.002322439,3.314595929,no
988,1,Zl.0040_P4_P1_P2.3.1.1,Zl.0040,Zlux,Zlux,PV23-1455,,,73.21391081,74.98565738,802.919,831.254,180.228,62.59,2,1.88,37.684,4.978909438,-0.000675218,0.002081733,3.066534231,no
989,1,Zx.0570_P2_P3_P1.4.1.1,Zx.0570,Nobo,Mex,PV23-1175,,,70.60323708,70.41864159,759.922,756.276,162.539,59.539,2.958,1.872,41.745,3.98317739,-0.000688888,-0.002294514,3.364819935,no
990,1,Zd.0010_P2_P3_P1.5.1.1,Zd.0010,Zdip,Zdip,PV23-1953,,,71.67629371,72.54900546,775.416,789.053,197.972,72.16,1.973,2.876,46.824,5.987631175,-0.000702559,-0.006217398,3.710511324,no
991,1,Zx.0550_P1_P5_P1.1.1.1,Zx.0550,Dura,Mex,PV23-661,,,72.69346553,72.37522622,795.132,789.157,217.103,81.368,1.98,1.888,57.246,5.992196329,-0.000716229,-0.005967824,3.651996498,no
992,1,Zl.0040_P4_P4_P1.4.1.1,Zl.0040,Zlux,Zlux,PV23-1484,,,70.28029227,71.21690145,756.928,772.24,188.418,78.861,1.986,1.973,52.938,5.996532508,-0.0007299,0.002446392,3.63231656,no
993,1,Zv.0310_P3_P4_P1.1.1.1,Zv.0310,Bals,Bals,PV23-2076,,,74.06570099,72.99127023,818.706,802.094,209.594,92.896,2.023,1.824,35.279,4.999892265,-0.000523982,0.002163022,3.299038149,no
994,1,Zh.0030_P4_P2_P1.1.1.1,Zh.0030,Hueh,Hueh,PV23-1284,,,76.48698254,76.15549863,856.596,851.25,220.262,86.438,2.017,2.739,41.064,4.995406915,-0.00051567,-0.006265243,3.576584729,no
995,1,Zx.0370_P2_P5_P1.1.1.1,Zx.0370,Mesa,Mex,PV23-373,,,72.47969671,73.33641607,788.61,802.408,199.154,71.296,3.01,1.728,49.723,4.990687037,-0.000507359,-0.006528902,3.776673844,no
996,1,Zx.0580_P2_P1_P2.4.1.1,Zx.0580,Nobo,Mex,PV23-1005,,,78.41631235,76.21314503,884.16,851.598,234.769,98.754,1.996,2.727,23.228,4.986074669,-0.000499047,-0.002618923,2.995120762,no
997,1,Zx.0470_P2_P4_P1.2.1.1,Zx.0470,Mesa,Mex,PV23-2359,,,73.03384692,71.78547047,799.771,779.224,188.514,81.872,2.038,2.739,47.855,4.981645958,-0.000490735,0.001747301,3.591010236,no
998,1,Zx.0450_P1_P2_P1.1.1.1,Zx.0450,Mesa,Mex,PV23-2395,,,73.41181518,73.10966248,804.789,801.744,204.787,92.43,3,2.595,39.709,5.97713391,-0.000482424,-0.002663099,3.337809606,no
999,1,Zv.0420_P3_P4_P1.2.1.1,Zv.0420,Bals,Bals,PV23-1639,,,74.06768696,75.1719773,813.571,832.947,204.105,76.828,2.993,2.785,13.175,4.972462797,-0.000474112,0.006230418,3.254782436,no
1000,1,Zx.0580_P3_P3_P1.3.1.1,Zx.0580,Nobo,Mex,PV23-1104,,,73.25774627,72.33318278,801.397,787.446,201.138,74.776,2.006,1.61,48.33,4.967649517,-0.000465801,-0.002220818,3.74895681,no
1001,1,Zd.0030_P2_P5_P5.1.1.1,Zd.0030,Zdip,Zdip,PV23-933,,,75.82023886,76.00464219,844.3,847.721,193.889,56.487,2.049,1.702,26.841,5.962730775,-0.000457489,0.001986136,3.700056367,no
1002,1,B73,B73,B73,B73,B73-PV24,,,74.11037458,74.4796783,816.939,822.085,203.229,90.684,1.993,1.751,41.187,4.957903098,-0.000449178,-0.001831639,3.811317811,no
1003,1,Zv.0030_P1_P5_P1.1.1.1,Zv.0030,Bals,Bals,PV23-1330,,,78.36513223,73.75420664,880.342,809.23,176.793,88.018,1.98,1.813,28.129,5.953067657,-0.000440866,-0.005712476,3.823902522,no
1004,1,Zv.0260_P2_P5_P1.1.1.1,Zv.0260,Bals,Bals,PV23-1804,,pale yellow patches,72.99239277,72.5859065,799.772,791.927,184.092,65.585,2.026,0.779,24.293,5.948068778,-0.000432554,-0.000975349,3.249894836,no
1005,1,Zv.0070_P4_P1_P1.1.1.1,Zv.0070,Bals,Bals,PV23-1608,,,71.06428036,71.73717179,767.72,778.987,182.889,85.91,2.012,2.8,48.876,3.943061196,-0.000424243,-0.00110479,3.699691585,no
1006,1,Zx.0580_P2_P5_P2.3.1.1,Zx.0580,Nobo,Mex,PV23-1044,,,73.39532413,72.91808143,804.677,796.74,207.197,84.616,2.024,1.724,41.189,5.93794799,-0.000415931,-0.005516829,3.649669769,no
1007,1,Zx.0370_P2_P1_P1.2.1.1,Zx.0370,Mesa,Mex,PV23-366,,,73.04236268,73.96320269,794.741,812.739,208.176,82.027,1.981,1.795,23.648,4.933150229,-0.00040762,-0.000513129,3.012374363,no
1008,1,Zd.0020_P3_P4_P2.3.1.1,Zd.0020,Zdip,Zdip,PV23-1916,,,72.45388626,72.82416315,790.055,795.881,164.933,61.63,1.995,1.817,49.985,4.928439537,-0.000399308,-0.000613498,3.234403889,no
1009,1,B73,B73,B73,B73,B73-PV24,,,74.78213133,73.97255061,827.841,814.717,208.038,92.059,1.993,1.762,36.191,5.923703464,-0.000390996,6.88E-05,3.558941321,no
1010,1,B73,B73,B73,B73,B73-PV24,,,73.83307449,73.92502469,814.652,815.891,207.96,85.856,1.997,2.696,31.512,5.919338163,-0.000382685,-0.004405466,2.705008855,no
1011,1,Zx.0560_P2_P5_P2.3.1.1,Zx.0560,Dura,Mex,PV23-583,,,72.99440745,72.01409413,800.851,784.095,203.662,82.915,1.965,1.729,54.225,4.915553505,-0.000374373,-0.000168012,3.488076665,no
1012,1,Zx.0030_P2_P4_P2.2.1.1,Zx.0030,Chal,Mex,PV23-520,,,72.79455271,72.83872866,798.709,799.152,180.877,73.47,1.975,2.672,31.946,5.911844641,-0.000366062,0.004279302,3.196895186,no
1013,1,Zl.0050_P1_P1_P2.4.1.1,Zl.0050,Zlux,Zlux,PV23-1212,,,73.90700345,73.64625379,814.709,809.86,200.797,78.632,1.976,1.658,46.722,4.908505137,-0.00035775,0.000115866,3.922593193,no
1014,1,Zx.0540_P3_P4_P2.3.1.1,Zx.0540,Dura,Mex,PV23-801,,,71.69464533,71.75021776,779.71,779.511,175.043,56.003,2.966,1.692,39.343,4.905407717,-0.000349438,0.000295242,3.001165833,yes
1015,1,Zv.0160_P4_P4_P1.2.1.1,Zv.0160,Bals,Bals,PV23-1578,,,74.95224953,75.00680277,830.004,830.541,199.958,88.028,1.967,1.588,24.639,4.903048707,-0.000341127,0.000299911,2.951333624,no
1016,1,Zv.0280_P3_P2_P1.1.1.1,Zv.0280,Bals,Bals,PV23-2130,,,75.05584844,75.13488901,832.807,833.509,209.87,84.837,1.934,2.477,48.295,5.900851554,-0.000332815,0.000722738,4.233828618,no
