Plot,Rep,Genotype,accession,species,species_mex,origin,notes1,notes2,DTS_corr,DTA_corr,GDDTS_corr,GDDTA_corr,PH_corr,EH_corr,EN_corr,NBR_corr,SPAD_corr,LAE_corr,StPi_corr,StPu_corr,Predicted_N_corr,inv4m_introgression
775,1,B73,B73,B73,B73,B73-PV24,,,72.95374475,71.75393001,798.373,778.823,196.083,77.687,1.939,2.645,48.32,4.970035321,-0.001621123,0.009947085,3.599086277,no
776,1,Zx.0100_P4_P1_P1.1.1.1,Zx.0100,Chal,Mex,PV23-381,,,72.12427089,71.87281702,785.865,782.111,199.272,84.26,1.955,3.453,10.731,4.967354298,-0.00156994,0.001343924,4.312999098,no
777,1,Zx.0010_P4_P3_P1.3.1.1,Zx.0010,Chal,Mex,PV23-395,,,70.66736104,68.50568148,763.063,727.546,190.427,85.666,2.001,1.53,51.598,5.964530594,-0.001518757,0.005359314,3.38077043,no
778,1,Zd.0010_P2_P5_P1.4.1.1,Zd.0010,Zdip,Zdip,PV23-1987,,,75.93567169,77.94833333,849.638,877.805,208.353,88.661,1.947,2.568,31.997,4.961755361,-0.001467574,0.001316773,3.374073106,no
779,1,Zv.0210_P1_P5_P2.1.1.1,Zv.0210,Bals,Bals,PV23-1766,,,73.16250183,73.19946042,801.696,802.454,189.531,81.939,2.936,1.623,50.983,4.958926895,-0.001416391,-0.002814414,3.682236564,no
780,1,Zv.0250_P2_P3_P1.1.1.1,Zv.0250,Bals,Bals,PV23-2273,,,73.75284616,72.01863236,814.861,784.909,180.318,62.615,1.985,2.585,8.08,4.95588567,-0.001365208,0.001655273,3.421994458,no
781,1,Zx.0490_P4_P2_P1.2.1.1,Zx.0490,Mesa,Mex,PV23-2309,,,73.77872605,73.16733351,814.857,804.633,185.358,72.173,0.973,2.607,7.679,4.952779156,-0.001314025,0.001252146,3.42528476,yes
782,1,Zv.0310_P3_P3_P1.2.1.1,Zv.0310,Bals,Bals,PV23-2075,,,73.05652893,74.35423885,801.927,821.795,202.581,82.182,1.988,2.532,50.59,5.949498607,-0.001262842,-0.003429242,3.481669741,no
783,1,B73,B73,B73,B73,B73-PV24,,,74.65310244,74.41275177,823.177,821.52,199.251,76.921,1.949,2.608,53.831,5.946448628,-0.001211659,0.001315948,3.766450298,no
784,1,Zx.0570_P2_P2_P4.1.1.1,Zx.0570,Nobo,Mex,PV23-1168,,,71.02955933,71.29332501,768.522,771.892,202.635,71.833,1.966,0.638,44.137,4.943384515,-0.001160476,0.000972811,3.601037431,no
785,1,Zd.0030_P2_P4_P4.4.1.1,Zd.0030,Zdip,Zdip,PV23-910,,,73.34768165,73.46529331,806.032,807.296,204.361,65.505,1.968,2.594,33.49,5.940179414,-0.001109293,0.00143111,3.151311867,no
786,1,B73,B73,B73,B73,B73-PV24,,,74.42079777,73.44246723,824.844,808.535,205.889,80.434,1.977,2.543,37.223,4.937214884,-0.00105811,-0.00324628,3.629457182,no
787,1,Zx.0540_P3_P5_P2.5.1.1,Zx.0540,Dura,Mex,PV23-817,,,78.63708026,77.5566612,889.861,873.371,186.181,63.491,1.949,1.594,9.806,4.934684455,-0.001006927,0.00081241,2.939674718,no
788,1,Zh.0030_P4_P4_P2.3.1.1,Zh.0030,Hueh,Hueh,PV23-1309,,,76.5180095,74.40847012,859.525,824.799,211.976,77.92,0.964,2.555,18.959,4.932067225,-0.000955744,0.005110713,3.203235945,no
789,1,B73,B73,B73,B73,B73-PV24,,,73.72592977,73.24502434,812.253,803.915,203.484,86.855,1.97,1.555,30.239,4.929644385,-0.000904561,0.000830562,3.381782974,no
790,1,B73,B73,B73,B73,B73-PV24,,,73.60541621,73.37606426,811.895,807.163,205.364,73.95,1.965,2.601,38.252,5.927280218,-0.000853378,0.000922653,3.440321147,no
791,1,Zx.0560_P2_P3_P5.3.1.1,Zx.0560,Dura,Mex,PV23-576,,,70.93560669,71.65421995,765.571,777.229,199.999,85.703,1.972,2.503,55.95,5.925463547,-0.000802195,0.000865822,3.780715943,no
792,1,Zd.0040_P1_P4_P1.2.1.1,Zd.0040,Zdip,Zdip,PV23-955,,,74.08851042,73.79700288,818.834,813.576,198.754,85.289,1.944,2.394,38.63,4.923608923,-0.000751012,0.001248634,3.264640353,no
793,1,Zx.0430_P3_P1_P1.3.1.1,Zx.0430,Mesa,Mex,PV23-2427,,,73.97655313,72.69176355,816.281,795.437,197.259,67.443,1.958,2.418,16.378,4.922335237,-0.000699829,0.000944762,2.859125211,no
794,1,Zv.0070_P4_P5_P2.1.1.1,Zv.0070,Bals,Bals,PV23-1623,,,75.48876499,74.55043532,841.768,825.374,187.507,68.186,1.977,1.393,7.424,4.921263528,-0.000648646,0.000592812,2.304253336,no
795,1,Zx.0570_P2_P2_P2.2.1.1,Zx.0570,Nobo,Mex,PV23-1161,,,73.55736565,72.21023696,810.564,789.144,153.806,60.062,1.998,2.576,36.392,4.92090302,-0.000597463,0.000461049,3.295666332,no
796,1,Zx.0560_P2_P2_P1.1.1.1,Zx.0560,Dura,Mex,PV23-556,,,73.99996524,73.78323453,817.757,813.791,200.557,63.116,1.95,1.497,41.759,5.921286589,-0.00054628,0.000524693,3.470723472,no
797,1,B73,B73,B73,B73,B73-PV24,,,73.08997167,72.77006868,801.51,796.184,204.485,88.664,2.916,2.592,51.887,5.908380003,-0.000518653,0.000603329,3.748366505,no
798,1,B73,B73,B73,B73,B73-PV24,,,73.62718842,72.18975498,810.151,787.579,210.759,90.675,1.966,2.674,34.029,5.908025176,-0.000564477,0.000538424,3.366785142,no
799,1,B73,B73,B73,B73,B73-PV24,,,73.53853881,72.52187822,807.918,791.346,203.524,75.842,1.947,1.494,44.259,5.908441964,-0.000610301,0.000666909,3.561420232,no
800,1,Zv.0300_P1_P4_P1.2.1.1,Zv.0300,Bals,Bals,PV23-2111,,,76.00834682,75.65578241,848.361,842.873,199.372,93.111,2.929,1.522,36.601,5.909597376,-0.000656125,0.00101325,3.246615606,no
801,1,Zx.0560_P4_P3_P1.1.1.1,Zx.0560,Dura,Mex,PV23-614,,,71.10764639,70.75636277,768.356,762.339,203.971,98.944,1.917,1.499,40.533,4.910981798,-0.000701949,0.001308754,3.401639799,yes
802,1,Zx.0430_P1_P3_P1.1.1.1,Zx.0430,Mesa,Mex,PV23-2440,,,73.94992439,75.61354821,813.681,841.213,182.307,88.322,1.945,2.611,13.93,4.912973324,-0.000747773,0.000914363,4.131839188,no
803,1,Zx.0400_P1_P2_P1.2.1.1,Zx.0400,Mesa,Mex,PV23-2418,,,73.62308821,72.34105174,810.835,789.174,174.725,63.511,1.94,1.71,45.412,4.914951873,-0.000793597,0.000955905,3.560104993,no
804,1,Zx.0160_P2_P3_P1.1.1.1,Zx.0160,Chal,Mex,PV23-443,,,71.75478215,71.22193881,778.649,769.566,198.84,72.342,2.946,0.666,41.282,4.917501782,-0.000839421,0.000844346,3.310949589,no
805,1,Zd.0040_P1_P5_P1.4.1.1,Zd.0040,Zdip,Zdip,PV23-981,,,72.56394456,72.40244321,794.055,791.27,191.283,78.329,2.941,1.666,44.69,4.920133291,-0.000885245,0.00510056,3.292513713,no
806,1,Zx.0570_P2_P2_P2.1.1.1,Zx.0570,Nobo,Mex,PV23-1160,,,73.70364187,72.571105,811.545,792.703,205.424,94.832,1.926,1.705,32.929,4.922981061,-0.00093107,0.00077364,3.406296931,no
807,1,Zv.0490_P4_P1_P1.2.1.1,Zv.0490,Bals,Bals,PV23-2192,,,72.50949501,72.47840819,792.766,791.823,192.079,72.729,1.955,1.654,47.241,5.925762355,-0.000976894,-0.003318268,3.337099024,no
808,1,Zx.0350_P1_P3_P2.1.1.1,Zx.0350,Mesa,Mex,PV23-2373,,,72.45817224,71.52107329,790.351,774.288,216.537,89.787,1.947,2.704,47.607,5.928996067,-0.001022718,0.001321551,3.690343541,no
809,1,Zd.0010_P2_P1_P1.2.1.1,Zd.0010,Zdip,Zdip,PV23-1935,,,75.15984879,75.36576702,835.193,837.822,214.852,88.128,1.946,2.746,40.755,5.932486625,-0.001068542,0.000821889,3.759803962,no
810,1,B73,B73,B73,B73,B73-PV24,,,72.79974402,72.49825561,791.862,789.434,205.569,81.244,1.929,1.714,41.453,5.935850647,-0.001114366,0.001120735,3.257584976,no
811,1,Zx.0520_P2_P3_P1.2.1.1,Zx.0520,Mesa,Mex,PV23-2294,,,69.21571927,69.44965042,737.598,740.56,171.051,67.535,3.969,1.636,12.022,4.939213184,-0.00116019,0.996329241,3.500063213,no
812,1,Zd.0030_P2_P5_P5.2.1.1,Zd.0030,Zdip,Zdip,PV23-934,,,72.94803719,73.27126241,800.094,805.138,176.003,75.55,1.955,1.708,51.329,4.942816901,-0.001206014,0.000963307,3.486292984,no
813,1,Zx.0370_P2_P5_P1.4.1.1,Zx.0370,Mesa,Mex,PV23-2484,,,76.93097348,76.13097643,863.846,850.561,202.132,93.005,1.967,0.684,28.555,5.946255134,-0.001251838,0.001319009,4.007044851,no
814,1,Zv.0150_P4_P4_P1.1.1.1,Zv.0150,Bals,Bals,PV23-2261,,,76.34811709,76.31973233,852.109,852.053,211.485,90.326,1.919,1.719,44.092,4.949635152,-0.001297662,-0.003197522,3.607784189,no
815,1,Zv.0230_P1_P1_P2.1.1.1,Zv.0230,Bals,Bals,PV23-1716,,,74.1273654,73.07542722,818.662,800.54,197.395,74.027,2.931,2.661,40.745,4.952808576,-0.001343486,0.000888116,3.583055107,no
816,1,B73,B73,B73,B73,B73-PV24,,,73.86439052,73.63818503,813.785,810.195,203.496,79.988,0.985,2.621,21.788,5.955934451,-0.00138931,0.004887494,3.517477714,no
817,1,Zx.0410_P2_P1_P1.1.1.1,Zx.0410,Mesa,Mex,PV23-351,,,73.32676163,73.00911627,803.979,799.445,202.3,78.519,1.94,2.543,45.363,5.95911412,-0.001435134,0.000832577,3.504210317,no
818,1,Zd.0030_P2_P1_P3.2.1.1,Zd.0030,Zdip,Zdip,PV23-860,,,74.16226766,72.89224396,816.481,796.208,194.01,82.871,1.924,1.735,39.894,3.962155761,-0.001480958,0.009401428,3.164417832,no
819,1,Zl.0020_P3_P3_P2.1.1.1,Zl.0020,Zlux,Zlux,PV23-1424,,,73.53471854,72.87389464,807.935,798.545,213.656,91.817,2.929,2.563,32.816,5.965031897,-0.001526782,0.000587165,3.251759014,no
820,1,B73,B73,B73,B73,B73-PV24,,,73.18888238,72.59462973,803.053,792.565,200.568,77.622,1.966,1.723,56.858,5.967738791,-0.001572606,0.005035278,3.553066591,no
821,1,Zx.0440_P1_P3_P1.2.1.1,Zx.0440,Mesa,Mex,PV23-832,,,74.60735399,76.07313502,825.392,849.086,185.206,77.863,2.922,2.721,33.231,4.970365733,-0.00161843,0.000662823,3.643924778,no
822,1,Zv.0310_P3_P2_P1.2.1.1,Zv.0310,Bals,Bals,PV23-2072,,,73.71104863,72.25626482,808.159,784.14,201.092,72.718,2.936,2.728,51.226,5.973191571,-0.001664254,-0.003297995,3.569169215,no
823,1,Zx.0580_P2_P5_P1.2.1.1,Zx.0580,Nobo,Mex,PV23-1038,,pale green,78.76408221,78.14395561,889.449,879.186,205.648,94.057,1.943,1.739,8.063,5.976151927,-0.001710078,-0.003127519,3.013056024,no
824,1,Zx.0150_P2_P3_P1.3.1.1,Zx.0150,Chal,Mex,PV23-499,,,73.39486309,73.05581194,806.352,801.429,210.226,87.541,1.95,1.817,47.167,5.978916627,-0.001755903,0.005168867,3.312144026,no
825,1,Zd.0010_P2_P5_P4.1.1.1,Zd.0010,Zdip,Zdip,PV23-1997,,,76.32230517,74.10093328,853.274,817.989,208.274,88.395,1.974,2.865,42.08,5.983903118,-0.001639747,0.004610782,3.582578664,no
826,1,Zv.0340_P1_P4_P1.2.1.1,Zv.0340,Bals,Bals,PV23-1547,,,71.70133762,73.20369138,776.677,801.647,215.755,94.852,2.967,1.785,44.367,4.980805982,-0.001599281,-0.00370262,3.611887413,no
827,1,Zx.0160_P2_P5_P2.3.1.1,Zx.0160,Chal,Mex,PV23-2523,,,76.65302623,76.32676096,855.207,849.934,217.26,109.479,3.96,0.774,29.014,3.977507638,-0.001558816,-0.003882851,3.923167169,no
828,1,B73,B73,B73,B73,B73-PV24,,,73.55005746,73.15103641,807.499,801.157,209.445,80.623,1.946,1.766,35.299,5.974339953,-0.001518351,7.65E-05,3.692400797,no
829,1,B73,B73,B73,B73,B73-PV24,,,74.13012377,73.67777425,817.293,809.581,200.899,77.418,1.989,1.766,42.201,5.971368988,-0.001477886,0.004456614,3.992338314,no
830,1,Zx.0580_P2_P2_P1.1.1.1,Zx.0580,Nobo,Mex,PV23-1007,,,73.47362825,73.96101671,806.006,815.594,215.091,101.678,1.952,2.606,11.329,4.968317586,-0.001437421,2.49E-05,2.968402866,no
831,1,Zd.0030_P2_P1_P2.2.1.1,Zd.0030,Zdip,Zdip,PV23-855,,,76.0989716,73.98276814,847.197,813.291,174.543,64.817,1.947,1.778,42.772,5.965098397,-0.001396956,0.008863533,3.807154375,no
832,1,Zx.0570_P2_P3_P2.3.1.1,Zx.0570,Nobo,Mex,PV23-1179,,,73.26150118,74.10237117,801.953,816.56,193.901,73.553,1.962,1.587,50.106,4.961717036,-0.001356491,0.000325776,3.711503833,no
833,1,Zx.0140_P2_P3_P1.1.1.1,Zx.0140,Chal,Mex,PV23-486,,,73.79664724,73.7326229,811.714,811.224,203.115,69.097,2.007,2.666,37.394,5.958202299,-0.001316025,0.004417223,3.69460192,no
834,1,Zx.0550_P4_P4_P1.1.1.1,Zx.0550,Dura,Mex,PV23-714,,,74.05592393,74.16888443,816.529,817.652,186.968,75.185,1.952,1.707,46.916,4.954746682,-0.00127556,0.000458547,3.940046544,no
835,1,Zv.0060_P4_P3_P1.2.1.1,Zv.0060,Bals,Bals,PV23-1533,,,75.27123932,75.40993682,834.179,837.312,197.954,91.504,2.94,0.766,40.232,4.951249199,-0.001235095,-0.003583342,3.574190314,no
836,1,Zx.0550_P4_P4_P4.1.1.1,Zx.0550,Dura,Mex,PV23-726,,,71.84696162,71.21585125,781.683,769.83,189.455,89.172,2.988,1.732,20.271,3.947551287,-0.00119463,0.000978773,3.017465269,no
837,1,Zx.0540_P3_P5_P4.2.1.1,Zx.0540,Dura,Mex,PV23-822,,,71.85691236,72.34970499,781.399,789.702,168.168,66.681,1.975,1.759,44.428,5.943802232,-0.001154165,0.000668969,3.567316945,no
838,1,B73,B73,B73,B73,B73-PV24,,,75.11899479,73.52133484,833.606,806.722,200.079,77.611,1.989,1.689,45.11,5.939896246,-0.0011137,-0.003920376,3.377342796,no
839,1,Zv.0030_P1_P2_P1.1.1.1,Zv.0030,Bals,Bals,PV23-1325,,,74.69729384,76.56165123,821.504,854.987,199.506,81.259,1.948,1.769,52.833,5.936242049,-0.001073235,0.000913665,3.590120284,no
840,1,Zv.0250_P3_P4_P1.2.1.1,Zv.0250,Bals,Bals,PV23-2286,,,74.0488958,74.41756698,815.481,821.231,207.761,88.092,1.964,1.803,38.828,4.932599017,-0.00103277,0.000654404,3.639235575,no
841,1,Zh.0030_P4_P3_P3.2.1.1,Zh.0030,Hueh,Hueh,PV23-1298,,,74.33438433,74.5576585,819.849,823.404,179.483,75.721,1.965,2.763,23.573,4.9288439,-0.000992304,0.001190259,3.216385643,no
842,1,Zx.0550_P4_P5_P4.2.1.1,Zx.0550,Dura,Mex,PV23-753,,,71.36772539,70.49679465,773.179,758.68,199.117,78.676,2.972,1.713,25.703,5.925361904,-0.000951839,-0.003416959,3.68387059,no
843,1,Zh.0030_P4_P5_P1.4.1.1,Zh.0030,Hueh,Hueh,PV23-1315,,,76.53928423,77.56966705,857.055,872.147,203.588,84.833,1.942,1.763,21.79,5.922350644,-0.000911374,0.00070371,2.595134931,no
844,1,Zx.0580_P2_P4_P1.2.1.1,Zx.0580,Nobo,Mex,PV23-1028,,,74.37439392,74.38167883,822.66,822.878,184.575,74.415,1.956,1.723,19.257,4.919293232,-0.000870909,0.005055255,2.913425053,no
845,1,Zv.0260_P2_P2_P1.1.1.1,Zv.0260,Bals,Bals,PV23-1791,,,74.54046864,75.18448015,823.397,834.455,175.231,63.528,1.96,1.721,53.461,5.916473953,-0.000830444,0.000819369,3.915713687,no
846,1,Zv.0490_P4_P3_P2.2.1.1,Zv.0490,Bals,Bals,PV23-2204,,,72.38927074,73.29161359,790.08,804.114,187.167,79.797,1.953,1.764,45.908,4.9137592,-0.000789979,0.000947046,3.710071442,no
847,1,Zv.0050_P1_P2_P1.2.1.1,Zv.0050,Bals,Bals,PV23-1521,,,73.70593774,73.55836334,808.872,806.714,198.737,91.692,2.958,0.664,10.348,3.911639671,-0.000749514,0.000917601,3.117241785,no
848,1,B73,B73,B73,B73,B73-PV24,,,73.86371721,73.70130631,812.773,810.216,209.343,93.374,1.928,2.551,49.472,4.909532141,-0.000709049,0.001320502,3.566628658,no
849,1,Zv.0230_P1_P2_P1.2.1.1,Zv.0230,Bals,Bals,PV23-1717,,,71.77452255,71.60585701,777.693,775.634,225.661,94.57,2.939,1.572,40.96,4.908057882,-0.000668583,0.001030406,3.390598711,no
850,1,Zx.0500_P2_P2_P2.1.1.1,Zx.0500,Mesa,Mex,PV23-541,,,73.32216146,73.48045185,803.417,806.369,209.723,82.296,1.956,2.542,9.231,5.906839666,-0.000628118,0.000686846,2.717698885,no
851,1,Zd.0030_P2_P5_P1.1.1.1,Zd.0030,Zdip,Zdip,PV23-917,,,75.43205336,74.1583133,839.111,818.906,207.882,74.09,1.974,2.72,7.003,4.906387497,-0.000587653,0.00055897,3.241889966,no
852,1,Zh.0030_P4_P4_P2.1.1.1,Zh.0030,Hueh,Hueh,PV23-1307,,,71.91799069,71.7487928,781.185,778.83,181.554,72.016,2.922,2.636,26.65,4.90673448,-0.000547188,0.000622609,3.393331514,no
853,1,Zx.0580_P3_P5_P1.4.1.1,Zx.0580,Nobo,Mex,PV23-1125,,,72.68668704,71.59546737,795.704,777.259,173.967,81.206,2.889,1.577,44.593,3.917861741,0.00111455,0.00057773,3.69961953,no
854,1,Zv.0010_P3_P4_P1.2.1.1,Zv.0010,Bals,Bals,PV23-1567,,,72.17810428,71.99454572,787.329,784.812,180.369,74.327,1.941,0.662,51.255,4.91749862,0.001079444,0.000517384,3.830821379,no
855,1,Zh.0020_P3_P2_P4.1.1.1,Zh.0020,Hueh,Hueh,PV23-1256,,,76.05084165,75.30795828,849.434,837.492,199.276,73.554,2.924,2.485,11.182,4.917962189,0.001044338,0.00064689,2.757259935,no
856,1,Zd.0010_P2_P3_P4.5.1.1,Zd.0010,Zdip,Zdip,PV23-1966,,,73.4926855,73.42728794,807.544,806.338,182.26,52.818,1.909,1.515,24.101,5.919219228,0.001009231,0.000990182,3.047058947,no
857,1,Zv.0280_P3_P2_P1.2.1.1,Zv.0280,Bals,Bals,PV23-2131,,,73.58037919,73.52047318,809.837,808.091,179.963,85.578,1.899,2.494,41.499,4.920759345,0.000974125,0.001277647,3.986374225,no
858,1,Zx.0580_P2_P3_P2.1.1.1,Zx.0580,Nobo,Mex,PV23-1017,,,72.43150428,72.37993052,789.952,788.467,183.342,69.82,1.929,1.608,45.357,5.922958897,0.000939019,0.000869256,3.000605625,no
859,1,B73,B73,B73,B73,B73-PV24,,,74.13340967,74.12025264,820.052,818.342,191.712,65.827,1.926,1.71,24.6,5.925195425,0.000903913,0.000889827,2.912129652,no
860,1,Zv.0120_P2_P4_P1.2.1.1,Zv.0120,Bals,Bals,PV23-1698,,,74.31103589,75.02447022,821.586,832.836,207.668,78.449,1.933,2.669,38.837,5.928051042,0.000868807,0.000749418,3.641033323,no
861,1,Zv.0440_P4_P2_P1.1.1.1,Zv.0440,Bals,Bals,PV23-1360,,,73.17392931,74.23564461,805.273,821.54,197.865,77.231,2.93,1.672,48.022,4.931034111,0.0008337,0.004968528,3.870943435,no
862,1,Zx.0470_P2_P4_P2.1.1.1,Zx.0470,Mesa,Mex,PV23-2360,,,73.36428798,73.43828645,807.363,807.465,201.713,73.567,1.917,1.715,43.952,4.934277184,0.000798594,0.000596094,3.896067563,no
863,1,Zx.0140_P2_P2_P1.1.1.1,Zx.0140,Chal,Mex,PV23-483,,,73.21159231,72.37956571,805.303,790.906,190.081,83.364,2.947,1.666,13.868,3.937494429,0.000763488,-0.003549351,3.681097185,no
864,1,Zd.0020_P2_P4_P3.4.1.1,Zd.0020,Zdip,Zdip,PV23-1862,,,73.18908222,72.45331217,803.108,790.382,192.323,78.413,1.941,0.716,44.249,5.941200728,0.000728382,0.001029577,3.847178666,no
865,1,Zl.0050_P1_P1_P2.2.1.1,Zl.0050,Zlux,Zlux,PV23-1210,,,78.9070998,76.32410404,892.943,853.313,211.525,76.832,1.941,1.756,28.917,5.945196423,0.000693276,0.000462029,3.623633465,no
866,1,Zx.0580_P2_P1_P2.1.1.1,Zx.0580,Nobo,Mex,PV23-1002,,,70.55435071,70.47638334,755.239,756.337,213.243,95.076,2.925,1.72,50.734,4.949094483,0.000658169,0.00068607,3.449045266,yes
867,1,Zv.0260_P2_P5_P1.2.1.1,Zv.0260,Bals,Bals,PV23-1805,,,71.97309376,72.44156241,783.354,790.021,181.837,57.515,1.967,1.639,32.82,5.95301636,0.000623063,-0.004186543,3.269509108,no
868,1,Zx.0550_P4_P5_P3.2.1.1,Zx.0550,Dura,Mex,PV23-749,,,72.70923768,72.27379338,796.628,789.243,191,74.668,1.954,1.707,41.747,5.957200635,0.000587957,0.000361538,3.352423875,yes
869,1,Zx.0380_P2_P2_P2.2.1.1,Zx.0380,Mesa,Mex,PV23-2383,,,74.70043881,75.1427973,830.064,835.313,202.409,95.224,1.966,2.679,30.704,4.96123653,0.000552851,0.000628407,3.314471367,no
870,1,Zl.0050_P1_P1_P4.2.1.1,Zl.0050,Zlux,Zlux,PV23-1218,,,75.12695815,74.33787462,833.328,819.908,194.045,87.59,2.92,2.712,43.882,3.965228355,0.000517745,-0.003976404,3.52459869,no
871,1,Zx.0520_P4_P2_P3.1.1.1,Zx.0520,Mesa,Mex,PV23-2305,,,71.91279743,73.09500801,783.409,801.108,184.178,89.264,1.932,2.651,40.389,3.969025917,0.000482638,2.50E-05,3.039793993,no
872,1,Zd.0010_P3_P2_P3.2.1.1,Zd.0010,Zdip,Zdip,PV23-2021,,,72.65290239,71.65414849,794.787,778.394,204.407,81.134,1.987,1.609,38.793,5.972787297,0.000447532,0.003946576,3.482734701,no
873,1,Zv.0100_P3_P1_P1.2.1.1,Zv.0100,Bals,Bals,PV23-2141,,,73.11524912,73.01692608,801.095,799.817,212.225,105.519,2.943,1.529,29.433,4.97661312,0.000412426,-0.000177432,NA,no
874,1,Zx.0550_P4_P4_P3.2.1.1,Zx.0550,Dura,Mex,PV23-724,,,70.94907334,71.88915976,764.707,780.232,169.856,79.7,3.928,2.72,16.228,3.980310219,0.00037732,0.008333225,3.03787007,no
875,1,Zl.0050_P1_P1_P4.1.1.1,Zl.0050,Zlux,Zlux,PV23-1217,,,74.32016411,73.8596246,821.207,814.747,220.37,104.48,1.934,2.547,31.612,4.983848481,0.000342214,-0.000526102,3.663733784,no
876,1,B73,B73,B73,B73,B73-PV24,,,72.97363853,72.56930694,800.317,792.574,200.133,85.155,1.971,1.707,48.008,4.987220409,0.000307107,0.003892095,3.600870054,no
877,1,Zx.0100_P4_P2_P1.1.1.1,Zx.0100,Chal,Mex,PV23-383,,,71.39079239,72.03528071,773.866,783.996,206.63,93.322,2.928,2.707,10.227,4.990511418,0.000272001,-0.000493342,2.726567056,no
878,1,Zl.0040_P4_P1_P1.1.1.1,Zl.0040,Zlux,Zlux,PV23-1448,,,74.49031877,74.20237775,821.714,816.201,194.396,89.171,2.943,2.716,13.959,4.993996968,0.000236895,-0.004449398,3.215677137,no
879,1,Zx.0550_P4_P2_P3.1.1.1,Zx.0550,Dura,Mex,PV23-689,,,71.532645,72.06795771,775.877,784.292,158.842,77.565,2.95,0.728,47.425,3.997609321,0.000201789,-0.004257269,3.653853132,no
880,1,Zx.0380_P2_P4_P1.1.1.1,Zx.0380,Mesa,Mex,PV23-2385,,,73.14376447,73.95037455,803.588,816.645,156.316,66.151,1.957,1.808,25.749,5.001014911,0.000166682,0.00407608,3.521765863,yes
881,1,B73,B73,B73,B73,B73-PV24,,,73.58493976,72.30483549,810.346,790.039,195.254,76.476,1.991,1.916,50.039,5.995512651,-0.000474901,0.003597803,3.900378546,no
882,1,Zd.0020_P2_P2_P2.2.1.1,Zd.0020,Zdip,Zdip,PV23-1840,segregating,,72.98166146,72.43540635,799.268,790.129,NA,NA,NA,0.835,NA,NA,-0.000445154,-0.004757052,3.250963396,no
883,1,Zv.0470_P2_P3_P1.1.1.1,Zv.0470,Bals,Bals,PV23-2248,,,73.9450644,73.58055547,812.379,806.028,191.435,73.488,1.977,1.822,14.925,4.987927969,-0.000415407,-0.004962502,3.20007209,no
884,1,Zx.0540_P3_P1_P3.3.1.1,Zx.0540,Dura,Mex,PV23-765,,,71.85046386,72.42257973,780.582,789.98,197.724,93.663,2.962,0.813,49.779,4.984152414,-0.000385659,-0.00101148,3.817787844,no
885,1,Zv.0230_P1_P5_P2.2.1.1,Zv.0230,Bals,Bals,PV23-1732,,,73.43907205,72.96519113,807.008,798.609,191.254,77.537,2.004,1.814,38.945,4.980569223,-0.000355912,0.003376761,3.719303097,no
886,1,B73,B73,B73,B73,B73-PV24,,,73.79261098,73.26458816,811.815,804.755,208.487,91.918,1.966,1.655,43.031,4.97690463,-0.000326165,-0.001031415,3.436284372,no
887,1,B73,B73,B73,B73,B73-PV24,,,73.42946617,73.30464292,804.279,802.662,206.946,90.201,1.96,1.829,52.127,4.973075157,-0.000296417,0.007844432,3.727193359,no
888,1,Zv.0060_P4_P5_P1.2.1.1,Zv.0060,Bals,Bals,PV23-1538,,,77.60366877,77.4439327,871.564,869.811,200.264,87.084,1.975,1.64,13.412,4.96909018,-0.00026667,-0.00064384,2.84519747,no
889,1,Zv.0080_P2_P4_P2.2.1.1,Zv.0080,Bals,Bals,PV23-1687,,,73.14806377,73.09186983,801.756,801.163,181.361,58.75,2.018,1.721,22.353,4.964981132,-0.000236923,0.003507864,3.190392595,no
890,1,Zv.0050_P1_P5_P1.1.1.1,Zv.0050,Bals,Bals,PV23-1527,,,77.41284125,75.54124858,870.258,840.929,216.017,91.909,1.963,2.764,9.23,4.960941852,-0.000207176,-0.000381453,2.814463614,no
891,1,Zx.0100_P4_P2_P1.2.1.1,Zx.0100,Chal,Mex,PV23-384,,,74.63085374,72.7898891,823.429,794.436,185.757,69.226,1.95,1.826,36.908,4.956872073,-0.000177428,-0.004346923,3.159409697,no
892,1,Zx.0580_P3_P3_P2.2.1.1,Zx.0580,Nobo,Mex,PV23-1108,,,74.20830426,74.5976317,820.196,825.195,200.008,81.81,1.997,1.794,38.715,5.952614196,-0.000147681,0.000296141,3.572599069,no
893,1,Zv.0470_P2_P3_P1.2.1.1,Zv.0470,Bals,Bals,PV23-2249,,,73.22289789,72.72907983,803.823,796.146,182.529,76.174,1.984,1.823,54.047,5.948319323,-0.000117934,6.79E-05,3.169667899,no
894,1,Zv.0160_P4_P3_P1.2.1.1,Zv.0160,Bals,Bals,PV23-1576,,,73.49569384,73.89559195,806.894,813.137,201.361,86.925,2.996,2.755,12.009,4.94388462,-8.82E-05,-4.44E-03,3.969863885,no
895,1,Zx.0550_P4_P4_P5.2.1.1,Zx.0550,Dura,Mex,PV23-731,,,74.08753828,74.92765209,812.103,828.665,204.811,71.389,1.954,2.837,9.61,5.939722926,-5.84E-05,4.64E-04,3.800250545,no
896,1,Purple check,Purple,Check,Check,Purple check,,,68.44996144,68.77117973,725.983,730.951,NA,NA,NA,0.873,NA,NA,-2.87E-05,2.71E-04,,no
