Sample_Name,Seq_ID
E07.fastq.gz,PN12_SID1111.fastq.gz
E08.fastq.gz,PN12_SID1112.fastq.gz
E09.fastq.gz,PN12_SID1113.fastq.gz
E10.fastq.gz,PN12_SID1114.fastq.gz
E11.fastq.gz,PN12_SID1115.fastq.gz
E12.fastq.gz,PN12_SID1116.fastq.gz
F01.fastq.gz,PN12_SID1117.fastq.gz
F02.fastq.gz,PN12_SID1118.fastq.gz
F03.fastq.gz,PN12_SID1119.fastq.gz
F04.fastq.gz,PN12_SID1120.fastq.gz
F05.fastq.gz,PN12_SID1121.fastq.gz
F06.fastq.gz,PN12_SID1122.fastq.gz
F07.fastq.gz,PN12_SID1123.fastq.gz
F08.fastq.gz,PN12_SID1124.fastq.gz
F09.fastq.gz,PN12_SID1125.fastq.gz
F10.fastq.gz,PN12_SID1126.fastq.gz
F11.fastq.gz,PN12_SID1127.fastq.gz
F12.fastq.gz,PN12_SID1128.fastq.gz
G01.fastq.gz,PN12_SID1129.fastq.gz
G02.fastq.gz,PN12_SID1130.fastq.gz
G03.fastq.gz,PN12_SID1131.fastq.gz
G04.fastq.gz,PN12_SID1132.fastq.gz
G05.fastq.gz,PN12_SID1133.fastq.gz
G06.fastq.gz,PN12_SID1134.fastq.gz
G07.fastq.gz,PN12_SID1135.fastq.gz
G08.fastq.gz,PN12_SID1136.fastq.gz
G09.fastq.gz,PN12_SID1137.fastq.gz
G10.fastq.gz,PN12_SID1138.fastq.gz
G11.fastq.gz,PN12_SID1139.fastq.gz
G12.fastq.gz,PN12_SID1140.fastq.gz
H01.fastq.gz,PN12_SID1141.fastq.gz
H02.fastq.gz,PN12_SID1142.fastq.gz
H03.fastq.gz,PN12_SID1143.fastq.gz
H04.fastq.gz,PN12_SID1144.fastq.gz
H05.fastq.gz,PN12_SID1145.fastq.gz
H06.fastq.gz,PN12_SID1146.fastq.gz
H07.fastq.gz,PN12_SID1147.fastq.gz
H08.fastq.gz,PN12_SID1148.fastq.gz
H09.fastq.gz,PN12_SID1149.fastq.gz
H10.fastq.gz,PN12_SID1150.fastq.gz
H11.fastq.gz,PN12_SID1151.fastq.gz
H12.fastq.gz,PN12_SID1152.fastq.gz
A01.fastq.gz,PN13_SID1153.fastq.gz
A02.fastq.gz,PN13_SID1154.fastq.gz
A03.fastq.gz,PN13_SID1155.fastq.gz
A04.fastq.gz,PN13_SID1156.fastq.gz
A05.fastq.gz,PN13_SID1157.fastq.gz
A06.fastq.gz,PN13_SID1158.fastq.gz
A07.fastq.gz,PN13_SID1159.fastq.gz
A08.fastq.gz,PN13_SID1160.fastq.gz
A09.fastq.gz,PN13_SID1161.fastq.gz
A10.fastq.gz,PN13_SID1162.fastq.gz
A11.fastq.gz,PN13_SID1163.fastq.gz
A12.fastq.gz,PN13_SID1164.fastq.gz
B01.fastq.gz,PN13_SID1165.fastq.gz
B02.fastq.gz,PN13_SID1166.fastq.gz
B03.fastq.gz,PN13_SID1167.fastq.gz
B04.fastq.gz,PN13_SID1168.fastq.gz
B05.fastq.gz,PN13_SID1169.fastq.gz
B06.fastq.gz,PN13_SID1170.fastq.gz
B07.fastq.gz,PN13_SID1171.fastq.gz
B08.fastq.gz,PN13_SID1172.fastq.gz
B09.fastq.gz,PN13_SID1173.fastq.gz
B10.fastq.gz,PN13_SID1174.fastq.gz
B11.fastq.gz,PN13_SID1175.fastq.gz
B12.fastq.gz,PN13_SID1176.fastq.gz
C01.fastq.gz,PN13_SID1177.fastq.gz
C02.fastq.gz,PN13_SID1178.fastq.gz
C03.fastq.gz,PN13_SID1179.fastq.gz
C04.fastq.gz,PN13_SID1180.fastq.gz
C05.fastq.gz,PN13_SID1181.fastq.gz
C06.fastq.gz,PN13_SID1182.fastq.gz
C07.fastq.gz,PN13_SID1183.fastq.gz
C08.fastq.gz,PN13_SID1184.fastq.gz
C09.fastq.gz,PN13_SID1185.fastq.gz
C10.fastq.gz,PN13_SID1186.fastq.gz
C11.fastq.gz,PN13_SID1187.fastq.gz
C12.fastq.gz,PN13_SID1188.fastq.gz
D01.fastq.gz,PN13_SID1189.fastq.gz
D02.fastq.gz,PN13_SID1190.fastq.gz
D03.fastq.gz,PN13_SID1191.fastq.gz
D04.fastq.gz,PN13_SID1192.fastq.gz
D05.fastq.gz,PN13_SID1193.fastq.gz
D06.fastq.gz,PN13_SID1194.fastq.gz
D07.fastq.gz,PN13_SID1195.fastq.gz
D08.fastq.gz,PN13_SID1196.fastq.gz
D09.fastq.gz,PN13_SID1197.fastq.gz
D10.fastq.gz,PN13_SID1198.fastq.gz
D11.fastq.gz,PN13_SID1199.fastq.gz
D12.fastq.gz,PN13_SID1200.fastq.gz
E01.fastq.gz,PN13_SID1201.fastq.gz
E02.fastq.gz,PN13_SID1202.fastq.gz
E03.fastq.gz,PN13_SID1203.fastq.gz
E04.fastq.gz,PN13_SID1204.fastq.gz
E05.fastq.gz,PN13_SID1205.fastq.gz
E06.fastq.gz,PN13_SID1206.fastq.gz
E07.fastq.gz,PN13_SID1207.fastq.gz
E08.fastq.gz,PN13_SID1208.fastq.gz
E09.fastq.gz,PN13_SID1209.fastq.gz
E10.fastq.gz,PN13_SID1210.fastq.gz
E11.fastq.gz,PN13_SID1211.fastq.gz
E12.fastq.gz,PN13_SID1212.fastq.gz
F01.fastq.gz,PN13_SID1213.fastq.gz
F02.fastq.gz,PN13_SID1214.fastq.gz
F03.fastq.gz,PN13_SID1215.fastq.gz
F04.fastq.gz,PN13_SID1216.fastq.gz
F05.fastq.gz,PN13_SID1217.fastq.gz
F06.fastq.gz,PN13_SID1218.fastq.gz
F07.fastq.gz,PN13_SID1219.fastq.gz
F08.fastq.gz,PN13_SID1220.fastq.gz
F09.fastq.gz,PN13_SID1221.fastq.gz
F10.fastq.gz,PN13_SID1222.fastq.gz
F11.fastq.gz,PN13_SID1223.fastq.gz
F12.fastq.gz,PN13_SID1224.fastq.gz
G01.fastq.gz,PN13_SID1225.fastq.gz
G02.fastq.gz,PN13_SID1226.fastq.gz
G03.fastq.gz,PN13_SID1227.fastq.gz
G04.fastq.gz,PN13_SID1228.fastq.gz
G05.fastq.gz,PN13_SID1229.fastq.gz
G06.fastq.gz,PN13_SID1230.fastq.gz
G07.fastq.gz,PN13_SID1231.fastq.gz
G08.fastq.gz,PN13_SID1232.fastq.gz
G09.fastq.gz,PN13_SID1233.fastq.gz
G10.fastq.gz,PN13_SID1234.fastq.gz
G11.fastq.gz,PN13_SID1235.fastq.gz
G12.fastq.gz,PN13_SID1236.fastq.gz
H01.fastq.gz,PN13_SID1237.fastq.gz
H02.fastq.gz,PN13_SID1238.fastq.gz
H03.fastq.gz,PN13_SID1239.fastq.gz
H04.fastq.gz,PN13_SID1240.fastq.gz
H05.fastq.gz,PN13_SID1241.fastq.gz
H06.fastq.gz,PN13_SID1242.fastq.gz
H07.fastq.gz,PN13_SID1243.fastq.gz
H08.fastq.gz,PN13_SID1244.fastq.gz
H09.fastq.gz,PN13_SID1245.fastq.gz
H10.fastq.gz,PN13_SID1246.fastq.gz
H11.fastq.gz,PN13_SID1247.fastq.gz
H12.fastq.gz,PN13_SID1248.fastq.gz
A01.fastq.gz,PN14_SID1249.fastq.gz
A02.fastq.gz,PN14_SID1250.fastq.gz
A03.fastq.gz,PN14_SID1251.fastq.gz
A04.fastq.gz,PN14_SID1252.fastq.gz
A05.fastq.gz,PN14_SID1253.fastq.gz
A06.fastq.gz,PN14_SID1254.fastq.gz
A07.fastq.gz,PN14_SID1255.fastq.gz
A08.fastq.gz,PN14_SID1256.fastq.gz
A09.fastq.gz,PN14_SID1257.fastq.gz
A10.fastq.gz,PN14_SID1258.fastq.gz
A11.fastq.gz,PN14_SID1259.fastq.gz
A12.fastq.gz,PN14_SID1260.fastq.gz
B01.fastq.gz,PN14_SID1261.fastq.gz
B02.fastq.gz,PN14_SID1262.fastq.gz
B03.fastq.gz,PN14_SID1263.fastq.gz
B04.fastq.gz,PN14_SID1264.fastq.gz
B05.fastq.gz,PN14_SID1265.fastq.gz
B06.fastq.gz,PN14_SID1266.fastq.gz
B07.fastq.gz,PN14_SID1267.fastq.gz
B08.fastq.gz,PN14_SID1268.fastq.gz
B09.fastq.gz,PN14_SID1269.fastq.gz
B10.fastq.gz,PN14_SID1270.fastq.gz
B11.fastq.gz,PN14_SID1271.fastq.gz
B12.fastq.gz,PN14_SID1272.fastq.gz
C01.fastq.gz,PN14_SID1273.fastq.gz
C02.fastq.gz,PN14_SID1274.fastq.gz
C03.fastq.gz,PN14_SID1275.fastq.gz
C04.fastq.gz,PN14_SID1276.fastq.gz
C05.fastq.gz,PN14_SID1277.fastq.gz
C06.fastq.gz,PN14_SID1278.fastq.gz
C07.fastq.gz,PN14_SID1279.fastq.gz
C08.fastq.gz,PN14_SID1280.fastq.gz
C09.fastq.gz,PN14_SID1281.fastq.gz
C10.fastq.gz,PN14_SID1282.fastq.gz
C11.fastq.gz,PN14_SID1283.fastq.gz
C12.fastq.gz,PN14_SID1284.fastq.gz
D01.fastq.gz,PN14_SID1285.fastq.gz
D02.fastq.gz,PN14_SID1286.fastq.gz
D03.fastq.gz,PN14_SID1287.fastq.gz
D04.fastq.gz,PN14_SID1288.fastq.gz
D05.fastq.gz,PN14_SID1289.fastq.gz
D06.fastq.gz,PN14_SID1290.fastq.gz
D07.fastq.gz,PN14_SID1291.fastq.gz
D08.fastq.gz,PN14_SID1292.fastq.gz
D09.fastq.gz,PN14_SID1293.fastq.gz
D10.fastq.gz,PN14_SID1294.fastq.gz
D11.fastq.gz,PN14_SID1295.fastq.gz
D12.fastq.gz,PN14_SID1296.fastq.gz
E01.fastq.gz,PN14_SID1297.fastq.gz
E02.fastq.gz,PN14_SID1298.fastq.gz
E03.fastq.gz,PN14_SID1299.fastq.gz
E04.fastq.gz,PN14_SID1300.fastq.gz
E05.fastq.gz,PN14_SID1301.fastq.gz
E06.fastq.gz,PN14_SID1302.fastq.gz
E07.fastq.gz,PN14_SID1303.fastq.gz
E08.fastq.gz,PN14_SID1304.fastq.gz
E09.fastq.gz,PN14_SID1305.fastq.gz
E10.fastq.gz,PN14_SID1306.fastq.gz
E11.fastq.gz,PN14_SID1307.fastq.gz
E12.fastq.gz,PN14_SID1308.fastq.gz
F01.fastq.gz,PN14_SID1309.fastq.gz
F02.fastq.gz,PN14_SID1310.fastq.gz
F03.fastq.gz,PN14_SID1311.fastq.gz
F04.fastq.gz,PN14_SID1312.fastq.gz
F05.fastq.gz,PN14_SID1313.fastq.gz
F06.fastq.gz,PN14_SID1314.fastq.gz
F07.fastq.gz,PN14_SID1315.fastq.gz
F08.fastq.gz,PN14_SID1316.fastq.gz
F09.fastq.gz,PN14_SID1317.fastq.gz
F10.fastq.gz,PN14_SID1318.fastq.gz
F11.fastq.gz,PN14_SID1319.fastq.gz
F12.fastq.gz,PN14_SID1320.fastq.gz
G01.fastq.gz,PN14_SID1321.fastq.gz
G02.fastq.gz,PN14_SID1322.fastq.gz
G03.fastq.gz,PN14_SID1323.fastq.gz
G04.fastq.gz,PN14_SID1324.fastq.gz
G05.fastq.gz,PN14_SID1325.fastq.gz
G06.fastq.gz,PN14_SID1326.fastq.gz
G07.fastq.gz,PN14_SID1327.fastq.gz
G08.fastq.gz,PN14_SID1328.fastq.gz
G09.fastq.gz,PN14_SID1329.fastq.gz
G10.fastq.gz,PN14_SID1330.fastq.gz
G11.fastq.gz,PN14_SID1331.fastq.gz
G12.fastq.gz,PN14_SID1332.fastq.gz
H01.fastq.gz,PN14_SID1333.fastq.gz
H02.fastq.gz,PN14_SID1334.fastq.gz
H03.fastq.gz,PN14_SID1335.fastq.gz
H04.fastq.gz,PN14_SID1336.fastq.gz
H05.fastq.gz,PN14_SID1337.fastq.gz
H06.fastq.gz,PN14_SID1338.fastq.gz
H07.fastq.gz,PN14_SID1339.fastq.gz
H08.fastq.gz,PN14_SID1340.fastq.gz
H09.fastq.gz,PN14_SID1341.fastq.gz
H10.fastq.gz,PN14_SID1342.fastq.gz
H11.fastq.gz,PN14_SID1343.fastq.gz
H12.fastq.gz,PN14_SID1344.fastq.gz
A01.fastq.gz,PN15_SID1345.fastq.gz
A02.fastq.gz,PN15_SID1346.fastq.gz
A03.fastq.gz,PN15_SID1347.fastq.gz
A04.fastq.gz,PN15_SID1348.fastq.gz
A05.fastq.gz,PN15_SID1349.fastq.gz
A06.fastq.gz,PN15_SID1350.fastq.gz
A07.fastq.gz,PN15_SID1351.fastq.gz
A08.fastq.gz,PN15_SID1352.fastq.gz
A09.fastq.gz,PN15_SID1353.fastq.gz
A10.fastq.gz,PN15_SID1354.fastq.gz
A11.fastq.gz,PN15_SID1355.fastq.gz
A12.fastq.gz,PN15_SID1356.fastq.gz
B01.fastq.gz,PN15_SID1357.fastq.gz
B02.fastq.gz,PN15_SID1358.fastq.gz
B03.fastq.gz,PN15_SID1359.fastq.gz
B04.fastq.gz,PN15_SID1360.fastq.gz
B05.fastq.gz,PN15_SID1361.fastq.gz
B06.fastq.gz,PN15_SID1362.fastq.gz
B07.fastq.gz,PN15_SID1363.fastq.gz
B08.fastq.gz,PN15_SID1364.fastq.gz
B09.fastq.gz,PN15_SID1365.fastq.gz
B10.fastq.gz,PN15_SID1366.fastq.gz
B11.fastq.gz,PN15_SID1367.fastq.gz
B12.fastq.gz,PN15_SID1368.fastq.gz
C01.fastq.gz,PN15_SID1369.fastq.gz
C02.fastq.gz,PN15_SID1370.fastq.gz
C03.fastq.gz,PN15_SID1371.fastq.gz
C04.fastq.gz,PN15_SID1372.fastq.gz
C05.fastq.gz,PN15_SID1373.fastq.gz
C06.fastq.gz,PN15_SID1374.fastq.gz
C07.fastq.gz,PN15_SID1375.fastq.gz
C08.fastq.gz,PN15_SID1376.fastq.gz
C09.fastq.gz,PN15_SID1377.fastq.gz
C10.fastq.gz,PN15_SID1378.fastq.gz
C11.fastq.gz,PN15_SID1379.fastq.gz
C12.fastq.gz,PN15_SID1380.fastq.gz
D01.fastq.gz,PN15_SID1381.fastq.gz
D02.fastq.gz,PN15_SID1382.fastq.gz
